Iteration,Algorithm,Core Type,IPC,Memory Usage (MB),Cache Hit Rate,Action,Reward,Next IPC,Next Memory Usage (MB),Next Cache Hit Rate
10,LU,In-Order,0.99,350.3,0.78,0,0.49,1.01,352.7,0.76
1,LU,In-Order,0.95,343.8,0.82,0,0.48,0.95,360.6,0.85
2,LU,In-Order,0.93,343.8,0.81,0,0.46,0.92,355.2,0.82
3,LU,In-Order,0.97,344.5,0.81,0,0.49,1.01,342.4,0.81
4,LU,In-Order,0.92,354.6,0.83,0,0.46,0.94,360.5,0.83
5,LU,In-Order,1.09,341.7,0.81,0,0.55,1.09,338.3,0.82
6,LU,In-Order,0.98,335.1,0.82,0,0.49,0.94,333.9,0.83
7,LU,In-Order,1.08,360.9,0.82,0,0.54,1.02,357.9,0.82
8,LU,In-Order,1.05,343.8,0.85,0,0.53,1.08,338.7,0.85
9,LU,In-Order,1.09,338.9,0.85,0,0.54,1.07,341.3,0.84
10,LU,In-Order,0.98,339.3,0.82,0,0.49,0.97,348.0,0.83
1,LU,In-Order,0.97,337.8,0.79,0,0.48,1.04,338.3,0.78
2,LU,In-Order,0.97,355.9,0.76,0,0.48,0.97,362.2,0.75
3,LU,In-Order,1.03,339.7,0.81,0,0.51,1.05,337.9,0.82
4,LU,In-Order,1.07,351.7,0.79,0,0.53,1.08,347.8,0.78
5,LU,In-Order,1.02,356.4,0.81,0,0.51,1.01,363.2,0.8
6,LU,In-Order,1.1,357.5,0.85,0,0.55,1.11,353.3,0.85
7,LU,In-Order,1.01,355.7,0.78,0,0.51,0.99,343.4,0.79
8,LU,In-Order,1.01,360.0,0.79,0,0.51,1.09,365.0,0.79
9,LU,In-Order,1.01,364.0,0.82,0,0.51,0.98,373.1,0.81
10,LU,In-Order,1.07,358.9,0.79,0,0.53,1.07,366.3,0.78
1,LU,In-Order,0.99,344.3,0.83,0,0.49,0.97,337.1,0.82
2,LU,In-Order,1.05,349.5,0.78,0,0.53,1.05,344.3,0.78
3,LU,In-Order,0.91,362.1,0.81,0,0.45,0.85,367.8,0.83
4,LU,In-Order,1.13,340.8,0.77,0,0.56,1.11,350.9,0.78
5,LU,In-Order,0.97,364.7,0.82,0,0.48,0.98,349.5,0.82
6,LU,In-Order,1.04,349.4,0.79,0,0.52,1.03,364.4,0.8
7,LU,In-Order,1.01,340.1,0.8,0,0.5,1.04,330.8,0.8
8,LU,In-Order,1.06,357.5,0.8,0,0.53,1.09,361.8,0.81
9,LU,In-Order,1.1,359.4,0.8,0,0.55,1.07,354.5,0.79
10,LU,In-Order,1.0,353.4,0.78,0,0.5,1.02,342.1,0.77
1,LU,In-Order,0.99,351.2,0.8,0,0.49,0.97,342.6,0.81
2,LU,In-Order,1.02,361.3,0.81,0,0.51,1.02,359.3,0.81
3,LU,In-Order,0.92,342.4,0.8,0,0.46,0.86,340.1,0.8
4,LU,In-Order,1.03,337.2,0.83,0,0.51,1.05,344.7,0.83
5,LU,In-Order,0.99,343.1,0.79,0,0.49,1.02,349.8,0.79
6,LU,In-Order,1.09,352.8,0.8,0,0.55,1.08,368.4,0.81
7,LU,In-Order,0.98,364.1,0.79,0,0.49,1.01,359.9,0.78
8,LU,In-Order,1.13,339.7,0.81,0,0.56,1.08,339.3,0.82
9,LU,In-Order,1.05,342.0,0.8,0,0.52,1.06,345.1,0.78
10,LU,In-Order,1.0,343.5,0.83,0,0.5,0.94,347.3,0.85
1,LU,In-Order,1.04,337.3,0.79,0,0.52,0.99,324.5,0.79
2,LU,In-Order,0.97,361.5,0.81,0,0.49,0.96,368.6,0.82
3,LU,In-Order,1.0,351.8,0.81,0,0.5,0.99,347.8,0.8
4,LU,In-Order,0.97,350.5,0.78,0,0.48,0.96,351.9,0.78
5,LU,In-Order,0.88,359.6,0.81,0,0.44,0.92,361.2,0.81
6,LU,In-Order,0.98,349.9,0.8,0,0.49,1.02,341.6,0.79
7,LU,In-Order,1.05,337.4,0.79,0,0.53,1.04,336.5,0.78
8,LU,In-Order,1.04,339.6,0.82,0,0.52,1.04,322.1,0.82
9,LU,In-Order,0.98,339.8,0.8,0,0.49,0.93,342.3,0.78
10,LU,In-Order,1.01,360.8,0.78,0,0.51,0.99,357.1,0.78
1,LU,In-Order,1.07,344.3,0.79,0,0.53,1.04,341.5,0.8
2,LU,In-Order,1.03,358.4,0.82,0,0.51,1.04,353.7,0.81
3,LU,In-Order,0.99,353.3,0.78,0,0.49,1.04,356.3,0.79
4,LU,In-Order,1.03,339.0,0.8,0,0.52,1.02,336.0,0.79
5,LU,In-Order,0.94,344.1,0.84,0,0.47,0.9,340.8,0.83
6,LU,In-Order,0.96,353.9,0.79,0,0.48,0.93,359.7,0.79
7,LU,In-Order,1.14,341.0,0.8,0,0.57,1.19,336.5,0.81
8,LU,In-Order,0.98,346.1,0.84,0,0.49,1.01,348.0,0.82
9,LU,In-Order,1.14,362.7,0.81,0,0.57,1.16,341.6,0.82
10,LU,In-Order,0.87,346.7,0.82,0,0.44,0.89,335.3,0.83
1,LU,In-Order,0.95,360.5,0.83,0,0.47,0.98,355.2,0.84
2,LU,In-Order,1.11,348.4,0.79,0,0.56,1.14,352.6,0.78
3,LU,In-Order,1.1,365.0,0.81,0,0.55,1.06,372.3,0.81
4,LU,In-Order,1.01,339.8,0.76,0,0.51,1.01,333.6,0.77
5,LU,In-Order,0.87,338.5,0.82,0,0.44,0.85,341.6,0.84
6,LU,In-Order,1.0,352.8,0.82,0,0.5,0.99,367.4,0.83
7,LU,In-Order,1.0,346.8,0.81,0,0.5,1.01,328.2,0.8
8,LU,In-Order,0.99,356.9,0.78,0,0.49,0.97,357.6,0.77
9,LU,In-Order,1.07,353.8,0.74,0,0.53,1.05,364.2,0.74
10,LU,In-Order,1.01,335.6,0.77,0,0.5,0.98,337.4,0.77
1,LU,In-Order,1.05,362.5,0.8,0,0.52,1.05,360.7,0.8
2,LU,In-Order,0.99,355.6,0.81,0,0.5,1.01,359.3,0.82
3,LU,In-Order,1.1,355.6,0.79,0,0.55,1.09,351.8,0.78
4,LU,In-Order,0.93,364.8,0.81,0,0.46,0.93,357.3,0.82
5,LU,In-Order,0.98,353.9,0.78,0,0.49,1.02,353.1,0.78
6,LU,In-Order,1.03,339.3,0.8,0,0.52,0.97,342.7,0.82
7,LU,In-Order,1.06,339.9,0.78,0,0.53,1.06,344.7,0.78
8,LU,In-Order,1.0,349.5,0.82,0,0.5,0.94,349.8,0.81
9,LU,In-Order,1.04,356.7,0.79,0,0.52,1.09,355.3,0.79
10,LU,In-Order,0.98,343.0,0.8,0,0.49,1.01,346.2,0.81
1,LU,In-Order,0.85,349.4,0.76,0,0.43,0.87,348.0,0.77
2,LU,In-Order,0.92,362.5,0.79,0,0.46,0.92,356.8,0.78
3,LU,In-Order,1.06,345.3,0.79,0,0.53,1.08,341.8,0.79
4,LU,In-Order,0.99,363.9,0.82,0,0.5,0.93,361.7,0.83
5,LU,In-Order,1.1,350.9,0.83,0,0.55,1.08,336.5,0.84
6,LU,In-Order,1.0,349.0,0.79,0,0.5,1.01,343.6,0.78
7,LU,In-Order,1.04,341.2,0.79,0,0.52,1.07,349.2,0.8
8,LU,In-Order,0.98,348.6,0.81,0,0.49,0.97,370.6,0.8
9,LU,In-Order,1.02,337.9,0.78,0,0.51,1.1,338.9,0.79
10,LU,In-Order,1.06,347.6,0.82,0,0.53,0.97,347.4,0.82
1,LU,In-Order,0.98,342.7,0.77,0,0.49,0.99,343.1,0.77
2,LU,In-Order,0.97,361.9,0.79,0,0.48,0.99,361.1,0.78
3,LU,In-Order,1.07,356.1,0.77,0,0.53,1.05,368.9,0.77
4,LU,In-Order,1.0,351.0,0.78,0,0.5,0.99,352.9,0.78
5,LU,In-Order,0.99,362.8,0.78,0,0.5,0.96,361.8,0.79
6,LU,In-Order,0.98,361.8,0.79,0,0.49,0.97,365.7,0.77
7,LU,In-Order,1.02,341.4,0.81,0,0.51,1.0,349.4,0.8
8,LU,In-Order,0.94,353.4,0.77,0,0.47,0.89,356.5,0.77
9,LU,In-Order,1.0,346.1,0.83,0,0.5,1.01,336.6,0.84
10,LU,In-Order,1.07,360.4,0.84,0,0.53,1.06,374.7,0.83
1,LU,In-Order,1.03,349.8,0.84,0,0.52,1.04,348.2,0.85
2,LU,In-Order,0.94,359.6,0.81,0,0.47,0.94,361.0,0.81
3,LU,In-Order,1.05,354.7,0.78,0,0.53,1.03,353.9,0.76
4,LU,In-Order,0.97,352.0,0.8,0,0.49,1.0,338.4,0.79
5,LU,In-Order,0.87,357.7,0.8,0,0.43,0.9,356.3,0.8
6,LU,In-Order,1.08,352.1,0.8,0,0.54,1.1,361.0,0.81
7,LU,In-Order,1.11,348.7,0.77,0,0.56,1.14,351.2,0.77
8,LU,In-Order,0.98,357.2,0.79,0,0.49,1.02,364.7,0.77
9,LU,In-Order,0.84,346.2,0.79,0,0.42,0.87,344.2,0.79
10,LU,In-Order,0.98,344.5,0.81,0,0.49,0.98,348.7,0.8
1,LU,In-Order,1.1,362.2,0.8,0,0.55,1.15,356.3,0.8
2,LU,In-Order,1.0,361.2,0.76,0,0.5,0.98,373.0,0.75
3,LU,In-Order,0.99,362.6,0.79,0,0.49,1.0,365.3,0.8
4,LU,In-Order,0.94,341.4,0.78,0,0.47,0.9,334.4,0.78
5,LU,In-Order,1.01,358.2,0.81,0,0.51,0.98,350.5,0.82
6,LU,In-Order,1.0,341.8,0.79,0,0.5,1.01,344.0,0.78
7,LU,In-Order,1.05,338.0,0.8,0,0.52,1.06,331.2,0.81
8,LU,In-Order,0.97,359.9,0.79,0,0.48,0.94,365.5,0.79
9,LU,In-Order,0.96,351.1,0.79,0,0.48,0.98,340.7,0.79
10,LU,In-Order,1.04,360.0,0.81,0,0.52,1.02,359.5,0.79
1,LU,In-Order,1.07,340.3,0.82,0,0.54,1.15,338.5,0.83
2,LU,In-Order,1.0,352.7,0.8,0,0.5,0.99,347.4,0.8
3,LU,In-Order,1.08,335.9,0.85,0,0.54,1.11,335.3,0.84
4,LU,In-Order,1.02,347.1,0.8,0,0.51,1.0,357.4,0.79
5,LU,In-Order,0.96,349.0,0.8,0,0.48,0.93,355.4,0.81
6,LU,In-Order,0.94,352.5,0.8,0,0.47,0.94,358.3,0.78
7,LU,In-Order,1.09,349.9,0.78,0,0.55,1.06,340.3,0.78
8,LU,In-Order,1.02,341.1,0.82,0,0.51,1.1,345.7,0.81
9,LU,In-Order,0.97,354.0,0.8,0,0.49,0.98,357.1,0.81
10,LU,In-Order,0.9,341.7,0.79,0,0.45,0.9,338.4,0.77
1,LU,In-Order,0.98,363.7,0.81,0,0.49,0.99,357.9,0.8
2,LU,In-Order,1.02,344.9,0.81,0,0.51,1.05,337.6,0.84
3,LU,In-Order,1.0,335.3,0.83,0,0.5,1.02,337.8,0.84
4,LU,In-Order,1.08,337.2,0.81,0,0.54,1.09,344.3,0.79
5,LU,In-Order,0.97,342.6,0.78,0,0.48,0.99,355.3,0.78
6,LU,In-Order,0.99,363.0,0.84,0,0.5,0.99,360.3,0.82
7,LU,In-Order,1.05,359.8,0.82,0,0.52,1.09,348.9,0.83
8,LU,In-Order,0.94,357.9,0.77,0,0.47,0.99,362.1,0.77
9,LU,In-Order,1.01,357.0,0.81,0,0.51,0.99,354.7,0.81
10,LU,In-Order,1.04,354.6,0.79,0,0.52,1.0,352.1,0.78
1,LU,In-Order,0.99,359.8,0.78,0,0.5,1.0,361.8,0.76
2,LU,In-Order,0.98,347.3,0.83,0,0.49,0.99,345.5,0.82
3,LU,In-Order,1.1,361.2,0.79,0,0.55,1.11,358.3,0.81
4,LU,In-Order,0.97,359.0,0.8,0,0.49,0.98,359.2,0.79
5,LU,In-Order,0.99,342.1,0.8,0,0.5,1.02,331.5,0.8
6,LU,In-Order,1.0,339.7,0.81,0,0.5,0.99,324.8,0.82
7,LU,In-Order,0.94,363.6,0.8,0,0.47,0.95,367.3,0.79
8,LU,In-Order,0.95,356.7,0.8,0,0.47,0.91,360.5,0.8
9,LU,In-Order,1.04,363.4,0.82,0,0.52,1.04,372.1,0.83
10,LU,In-Order,1.02,342.9,0.79,0,0.51,0.98,346.8,0.8
1,LU,In-Order,1.07,353.8,0.81,0,0.54,1.04,364.6,0.81
2,LU,In-Order,0.99,351.3,0.79,0,0.49,0.98,348.9,0.8
3,LU,In-Order,0.93,362.9,0.82,0,0.47,0.92,361.1,0.83
4,LU,In-Order,0.99,355.0,0.81,0,0.49,0.99,343.9,0.82
5,LU,In-Order,1.0,362.1,0.8,0,0.5,1.01,344.1,0.8
6,LU,In-Order,1.0,338.1,0.76,0,0.5,1.05,350.1,0.77
7,LU,In-Order,1.11,357.2,0.79,0,0.56,1.16,362.6,0.79
8,LU,In-Order,1.05,353.8,0.77,0,0.53,1.0,362.3,0.77
9,LU,In-Order,0.96,362.7,0.78,0,0.48,0.95,364.4,0.78
10,LU,In-Order,0.99,361.8,0.77,0,0.49,0.95,352.0,0.8
1,LU,In-Order,1.03,358.3,0.79,0,0.52,1.02,356.4,0.78
2,LU,In-Order,0.97,351.7,0.81,0,0.48,0.97,351.5,0.81
3,LU,In-Order,0.96,362.2,0.84,0,0.48,0.96,377.2,0.84
4,LU,In-Order,1.09,338.6,0.82,0,0.54,1.13,335.9,0.83
5,LU,In-Order,1.0,356.5,0.78,0,0.5,0.99,365.1,0.77
6,LU,In-Order,0.9,352.1,0.79,0,0.45,0.97,359.7,0.79
7,LU,In-Order,1.04,348.4,0.82,0,0.52,1.03,356.3,0.79
8,LU,In-Order,0.96,357.9,0.8,0,0.48,0.92,348.6,0.8
9,LU,In-Order,0.78,337.7,0.8,0,0.39,0.78,336.8,0.79
10,LU,In-Order,0.9,352.9,0.83,0,0.45,0.87,353.2,0.83
1,LU,In-Order,1.06,336.6,0.78,0,0.53,1.05,350.8,0.78
2,LU,In-Order,0.97,354.0,0.8,0,0.48,0.96,341.8,0.79
3,LU,In-Order,0.98,359.9,0.83,0,0.49,0.97,358.2,0.83
4,LU,In-Order,0.98,356.6,0.8,0,0.49,0.93,359.0,0.78
5,LU,In-Order,0.99,360.9,0.8,0,0.5,0.98,365.5,0.8
6,LU,In-Order,1.09,339.1,0.77,0,0.54,1.06,344.8,0.77
7,LU,In-Order,0.96,360.5,0.81,0,0.48,0.94,353.4,0.79
8,LU,In-Order,0.92,352.5,0.81,0,0.46,0.92,353.2,0.81
9,LU,In-Order,0.93,362.9,0.8,0,0.46,0.91,373.8,0.81
10,LU,In-Order,1.03,348.6,0.77,0,0.52,1.05,346.9,0.75
1,LU,In-Order,1.0,342.8,0.82,0,0.5,0.96,362.1,0.82
2,LU,In-Order,1.09,361.0,0.8,0,0.54,1.07,359.5,0.8
3,LU,In-Order,0.95,360.7,0.82,0,0.48,0.99,355.4,0.81
4,LU,In-Order,0.96,361.2,0.77,0,0.48,0.93,365.2,0.75
5,LU,In-Order,0.94,354.6,0.81,0,0.47,0.96,353.0,0.81
6,LU,In-Order,0.99,342.6,0.83,0,0.5,1.0,349.6,0.85
7,LU,In-Order,1.0,340.8,0.81,0,0.5,1.02,334.3,0.82
8,LU,In-Order,1.04,358.4,0.78,0,0.52,1.05,357.7,0.79
9,LU,In-Order,0.95,353.8,0.78,0,0.48,0.97,363.5,0.77
10,LU,In-Order,1.16,336.9,0.77,0,0.58,1.15,348.3,0.78
1,LU,In-Order,1.0,346.5,0.79,0,0.5,1.06,350.7,0.78
2,LU,In-Order,1.04,351.3,0.81,0,0.52,1.01,348.3,0.81
3,LU,In-Order,1.1,362.7,0.83,0,0.55,1.08,369.1,0.84
4,LU,In-Order,1.02,341.3,0.75,0,0.51,1.0,345.5,0.75
5,LU,In-Order,1.06,336.7,0.79,0,0.53,1.05,328.3,0.8
6,LU,In-Order,1.14,344.5,0.81,0,0.57,1.18,347.3,0.81
7,LU,In-Order,1.04,340.1,0.82,0,0.52,1.05,356.4,0.81
8,LU,In-Order,0.95,341.3,0.8,0,0.48,0.95,330.2,0.81
9,LU,In-Order,1.04,356.1,0.76,0,0.52,1.01,361.7,0.75
10,LU,In-Order,1.01,347.0,0.78,0,0.5,1.04,338.0,0.78
1,LU,In-Order,1.05,353.0,0.82,0,0.53,1.01,355.2,0.83
2,LU,In-Order,0.96,363.3,0.82,0,0.48,0.99,375.3,0.82
3,LU,In-Order,1.02,356.2,0.79,0,0.51,0.99,357.4,0.79
4,LU,In-Order,1.05,337.4,0.79,0,0.52,1.1,346.1,0.79
5,LU,In-Order,1.09,337.5,0.85,0,0.54,1.06,339.6,0.85
6,LU,In-Order,1.06,348.6,0.82,0,0.53,1.02,342.6,0.83
7,LU,In-Order,1.04,355.2,0.81,0,0.52,1.04,338.2,0.8
8,LU,In-Order,1.03,359.5,0.79,0,0.51,1.04,360.3,0.79
9,LU,In-Order,1.07,353.4,0.8,0,0.53,1.08,355.2,0.79
10,LU,In-Order,0.92,358.1,0.82,0,0.46,0.94,364.3,0.81
1,LU,In-Order,0.94,347.4,0.79,0,0.47,0.97,343.5,0.79
2,LU,In-Order,0.94,344.3,0.83,0,0.47,0.91,353.7,0.83
3,LU,In-Order,1.02,346.5,0.8,0,0.51,1.05,357.9,0.78
4,LU,In-Order,0.94,352.1,0.83,0,0.47,0.96,341.2,0.82
5,LU,In-Order,0.99,349.1,0.82,0,0.5,1.0,336.2,0.83
6,LU,In-Order,0.97,348.2,0.79,0,0.48,1.06,355.7,0.8
7,LU,In-Order,1.02,363.1,0.78,0,0.51,1.04,357.4,0.78
8,LU,In-Order,1.0,358.0,0.82,0,0.5,0.98,366.0,0.81
9,LU,In-Order,0.96,352.7,0.8,0,0.48,0.88,357.3,0.79
10,LU,In-Order,0.87,338.2,0.79,0,0.44,0.86,327.0,0.78
1,LU,In-Order,1.02,356.9,0.8,0,0.51,1.01,365.7,0.8
2,LU,In-Order,1.12,341.0,0.81,0,0.56,1.15,333.6,0.81
3,LU,In-Order,0.96,358.4,0.77,0,0.48,0.97,362.1,0.77
4,LU,In-Order,1.03,352.8,0.78,0,0.52,0.98,358.6,0.78
5,LU,In-Order,0.95,336.6,0.83,0,0.48,0.88,322.2,0.84
6,LU,In-Order,0.93,338.3,0.77,0,0.46,0.91,330.4,0.76
7,LU,In-Order,1.1,364.3,0.79,0,0.55,1.12,369.3,0.8
8,LU,In-Order,0.94,353.4,0.77,0,0.47,0.93,348.1,0.78
9,LU,In-Order,1.03,363.5,0.84,0,0.52,1.01,364.2,0.84
10,LU,In-Order,0.95,340.7,0.82,0,0.48,0.91,342.2,0.83
1,LU,In-Order,0.98,340.4,0.8,0,0.49,0.97,346.9,0.81
2,LU,In-Order,0.97,351.5,0.81,0,0.49,0.99,359.1,0.81
3,LU,In-Order,0.94,359.2,0.77,0,0.47,0.89,354.6,0.76
4,LU,In-Order,1.11,358.6,0.79,0,0.56,1.08,351.9,0.79
5,LU,In-Order,1.09,342.9,0.83,0,0.54,1.09,338.2,0.8
6,LU,In-Order,1.07,343.2,0.81,0,0.54,1.02,350.6,0.83
7,LU,In-Order,0.99,338.2,0.83,0,0.5,0.98,346.4,0.85
8,LU,In-Order,0.91,346.8,0.77,0,0.46,0.9,340.8,0.78
9,LU,In-Order,0.92,340.3,0.82,0,0.46,0.93,343.6,0.81
10,LU,In-Order,0.87,349.8,0.81,0,0.44,0.85,343.4,0.81
1,LU,In-Order,1.02,338.2,0.83,0,0.51,1.03,349.6,0.83
2,LU,In-Order,0.98,352.2,0.79,0,0.49,1.02,351.8,0.79
3,LU,In-Order,1.02,364.3,0.83,0,0.51,1.0,370.0,0.83
4,LU,In-Order,1.05,349.5,0.78,0,0.53,1.04,346.4,0.78
5,LU,In-Order,1.03,363.1,0.83,0,0.51,1.02,362.2,0.82
6,LU,In-Order,0.97,352.5,0.81,0,0.49,0.93,351.9,0.82
7,LU,In-Order,0.9,353.4,0.8,0,0.45,0.91,370.2,0.79
8,LU,In-Order,0.99,352.7,0.77,0,0.49,1.04,361.0,0.76
9,LU,In-Order,0.93,337.1,0.8,0,0.46,0.94,330.8,0.78
10,LU,In-Order,0.94,353.3,0.8,0,0.47,0.93,358.9,0.78
1,LU,In-Order,0.98,363.8,0.78,0,0.49,0.95,362.6,0.81
2,LU,In-Order,0.98,349.9,0.79,0,0.49,1.01,347.8,0.79
3,LU,In-Order,1.02,343.2,0.79,0,0.51,1.01,335.8,0.79
4,LU,In-Order,0.96,338.6,0.83,0,0.48,0.93,337.4,0.83
5,LU,In-Order,0.93,354.7,0.8,0,0.47,0.94,352.6,0.8
6,LU,In-Order,0.91,358.7,0.79,0,0.46,0.91,344.5,0.79
7,LU,In-Order,1.14,337.0,0.82,0,0.57,1.08,344.9,0.83
8,LU,In-Order,0.95,347.6,0.82,0,0.48,0.9,353.5,0.82
9,LU,In-Order,0.92,340.5,0.79,0,0.46,0.98,341.2,0.79
10,LU,In-Order,1.04,356.7,0.79,0,0.52,1.09,354.2,0.79
1,LU,In-Order,0.98,362.0,0.79,0,0.49,0.98,350.4,0.8
2,LU,In-Order,1.08,342.5,0.78,0,0.54,1.08,331.4,0.79
3,LU,In-Order,1.11,342.6,0.81,0,0.55,1.13,354.5,0.81
4,LU,In-Order,0.98,342.8,0.79,0,0.49,0.99,352.6,0.78
5,LU,In-Order,1.13,352.8,0.76,0,0.56,1.05,354.8,0.76
6,LU,In-Order,0.9,359.5,0.77,0,0.45,0.85,368.1,0.77
7,LU,In-Order,0.92,353.5,0.82,0,0.46,0.93,345.9,0.82
8,LU,In-Order,1.07,348.5,0.79,0,0.54,1.1,346.3,0.8
9,LU,In-Order,0.76,339.7,0.81,0,0.38,0.71,342.5,0.8
10,LU,In-Order,1.01,343.1,0.75,0,0.51,1.0,342.5,0.74
1,LU,In-Order,1.17,361.1,0.82,0,0.59,1.24,364.7,0.81
2,LU,In-Order,1.08,341.3,0.83,0,0.54,1.09,335.6,0.84
3,LU,In-Order,0.98,337.6,0.81,0,0.49,0.95,335.9,0.81
4,LU,In-Order,1.09,336.4,0.81,0,0.55,1.11,344.5,0.82
5,LU,In-Order,0.92,344.0,0.8,0,0.46,0.93,349.2,0.81
6,LU,In-Order,0.99,344.0,0.79,0,0.5,1.01,352.3,0.81
7,LU,In-Order,1.07,353.9,0.8,0,0.53,1.03,343.4,0.8
8,LU,In-Order,0.99,361.6,0.81,0,0.5,1.01,359.4,0.82
9,LU,In-Order,1.03,339.9,0.78,0,0.51,1.05,331.2,0.81
10,LU,In-Order,1.0,362.9,0.79,0,0.5,1.0,360.7,0.8
1,LU,In-Order,0.94,352.9,0.79,0,0.47,0.92,355.3,0.78
2,LU,In-Order,0.99,361.9,0.75,0,0.5,0.99,359.5,0.74
3,LU,In-Order,0.91,339.3,0.84,0,0.45,0.88,320.2,0.84
4,LU,In-Order,0.95,363.1,0.83,0,0.47,0.94,347.5,0.84
5,LU,In-Order,0.91,347.6,0.8,0,0.46,0.88,344.9,0.79
6,LU,In-Order,1.02,337.3,0.8,0,0.51,1.03,341.4,0.79
7,LU,In-Order,1.06,355.6,0.78,0,0.53,1.05,359.9,0.78
8,LU,In-Order,1.04,336.9,0.81,0,0.52,1.01,341.4,0.82
9,LU,In-Order,1.04,357.7,0.8,0,0.52,1.02,365.0,0.81
10,LU,In-Order,0.94,338.6,0.79,0,0.47,0.91,331.3,0.79
1,LU,In-Order,0.96,353.4,0.8,0,0.48,0.94,360.1,0.79
2,LU,In-Order,1.04,336.5,0.81,0,0.52,1.05,330.0,0.82
3,LU,In-Order,1.05,364.2,0.82,0,0.52,1.06,374.6,0.82
4,LU,In-Order,0.88,350.9,0.81,0,0.44,0.94,340.9,0.81
5,LU,In-Order,1.08,361.5,0.82,0,0.54,1.04,362.3,0.83
6,LU,In-Order,0.96,335.6,0.83,0,0.48,0.94,342.2,0.83
7,LU,In-Order,0.9,356.0,0.82,0,0.45,0.92,352.9,0.83
8,LU,In-Order,1.01,361.0,0.8,0,0.5,0.95,358.2,0.81
9,LU,In-Order,1.07,354.6,0.81,0,0.53,1.05,356.5,0.81
10,LU,In-Order,0.98,362.6,0.8,0,0.49,0.97,366.3,0.81
1,LU,In-Order,0.95,351.6,0.83,0,0.47,0.95,344.8,0.83
2,LU,In-Order,0.99,348.5,0.79,0,0.49,1.01,364.8,0.77
3,LU,In-Order,0.99,335.2,0.8,0,0.49,1.01,336.6,0.8
4,LU,In-Order,0.97,360.7,0.8,0,0.49,0.94,361.4,0.79
5,LU,In-Order,0.97,351.5,0.85,0,0.49,0.97,335.1,0.86
6,LU,In-Order,1.06,346.7,0.8,0,0.53,1.03,337.0,0.8
7,LU,In-Order,1.09,350.8,0.81,0,0.54,1.09,358.9,0.8
8,LU,In-Order,1.04,338.8,0.8,0,0.52,1.04,337.1,0.81
9,LU,In-Order,0.96,348.4,0.78,0,0.48,0.92,357.4,0.76
10,LU,In-Order,1.11,363.9,0.8,0,0.56,1.09,361.7,0.79
1,LU,In-Order,1.0,348.6,0.83,0,0.5,1.03,364.2,0.83
2,LU,In-Order,1.09,340.6,0.84,0,0.54,1.04,349.6,0.85
3,LU,In-Order,0.96,348.1,0.8,0,0.48,0.99,354.1,0.8
4,LU,In-Order,1.04,362.2,0.83,0,0.52,1.04,353.8,0.83
5,LU,In-Order,1.08,352.3,0.78,0,0.54,1.04,354.3,0.78
6,LU,In-Order,0.85,356.1,0.8,0,0.43,0.88,351.1,0.81
7,LU,In-Order,0.93,362.6,0.77,0,0.46,0.93,365.8,0.78
8,LU,In-Order,1.07,345.3,0.8,0,0.54,1.11,350.9,0.79
9,LU,In-Order,1.0,338.6,0.78,0,0.5,0.98,342.2,0.78
10,LU,In-Order,1.05,340.6,0.8,0,0.52,1.04,342.5,0.8
1,LU,In-Order,1.02,339.2,0.82,0,0.51,1.02,355.2,0.8
2,LU,In-Order,1.04,345.2,0.76,0,0.52,1.08,355.8,0.75
3,LU,In-Order,0.96,357.0,0.77,0,0.48,0.99,362.1,0.76
4,LU,In-Order,1.01,355.9,0.8,0,0.5,1.01,363.2,0.81
5,LU,In-Order,1.1,337.8,0.77,0,0.55,1.1,344.2,0.76
6,LU,In-Order,1.05,349.2,0.8,0,0.52,1.02,332.0,0.81
7,LU,In-Order,0.92,360.3,0.81,0,0.46,0.94,360.9,0.82
8,LU,In-Order,1.03,361.4,0.77,0,0.51,1.03,356.8,0.76
9,LU,In-Order,0.97,361.9,0.8,0,0.48,0.93,372.5,0.81
10,LU,In-Order,0.87,356.4,0.81,0,0.44,0.89,350.5,0.81
1,LU,In-Order,1.06,344.7,0.81,0,0.53,1.0,329.9,0.8
2,LU,In-Order,1.08,356.6,0.77,0,0.54,1.06,349.2,0.78
3,LU,In-Order,0.97,339.2,0.81,0,0.48,0.98,340.8,0.82
4,LU,In-Order,0.98,336.3,0.83,0,0.49,0.99,334.8,0.83
5,LU,In-Order,1.07,345.1,0.81,0,0.54,1.06,340.6,0.81
6,LU,In-Order,0.96,344.9,0.76,0,0.48,0.97,343.2,0.76
7,LU,In-Order,1.01,345.1,0.79,0,0.51,1.0,343.5,0.8
8,LU,In-Order,1.03,343.2,0.84,0,0.51,1.05,336.2,0.87
9,LU,In-Order,1.03,362.9,0.81,0,0.51,1.07,360.7,0.82
10,LU,In-Order,0.99,337.9,0.77,0,0.5,1.05,334.3,0.79
1,LU,In-Order,0.96,341.7,0.81,0,0.48,0.97,347.9,0.8
2,LU,In-Order,1.03,340.4,0.83,0,0.51,0.97,336.5,0.84
3,LU,In-Order,0.95,345.7,0.8,0,0.47,0.91,345.0,0.79
4,LU,In-Order,1.05,346.6,0.78,0,0.53,1.01,339.8,0.79
5,LU,In-Order,1.02,361.2,0.79,0,0.51,1.03,369.7,0.81
6,LU,In-Order,0.92,359.6,0.81,0,0.46,0.92,363.1,0.81
7,LU,In-Order,1.01,336.3,0.81,0,0.5,0.97,324.4,0.82
