Iteration,Algorithm,Core Type,IPC,Memory Usage (MB),Cache Hit Rate,Action,Reward,Next IPC,Next Memory Usage (MB),Next Cache Hit Rate
1,Matrix_Multiplication,In-Order,1.14,405.3,0.82,0,0.57,1.09,388.6,0.82
2,Matrix_Multiplication,In-Order,0.98,407.0,0.82,0,0.49,0.99,409.2,0.82
3,Matrix_Multiplication,In-Order,1.15,401.7,0.79,0,0.58,1.17,403.5,0.79
4,Matrix_Multiplication,In-Order,1.12,400.9,0.82,0,0.56,1.17,406.6,0.84
5,Matrix_Multiplication,In-Order,1.15,407.2,0.85,0,0.57,1.14,403.9,0.82
6,Matrix_Multiplication,In-Order,1.09,425.3,0.83,0,0.54,1.07,420.4,0.85
7,Matrix_Multiplication,In-Order,1.09,403.8,0.84,0,0.54,1.15,399.5,0.83
8,Matrix_Multiplication,In-Order,0.93,417.9,0.82,0,0.47,0.95,416.8,0.83
9,Matrix_Multiplication,In-Order,1.09,411.7,0.8,0,0.54,1.05,402.5,0.81
10,Matrix_Multiplication,In-Order,1.0,415.0,0.81,0,0.5,0.99,407.0,0.81
1,Matrix_Multiplication,In-Order,1.09,408.9,0.83,0,0.55,1.12,403.6,0.85
2,Matrix_Multiplication,In-Order,1.03,427.0,0.78,0,0.52,1.02,416.3,0.79
3,Matrix_Multiplication,In-Order,1.15,403.0,0.78,0,0.57,1.16,422.4,0.79
4,Matrix_Multiplication,In-Order,1.17,417.8,0.86,0,0.58,1.15,432.6,0.87
5,Matrix_Multiplication,In-Order,1.1,411.6,0.81,0,0.55,1.13,404.1,0.81
6,Matrix_Multiplication,In-Order,1.02,422.0,0.81,0,0.51,1.01,404.8,0.82
7,Matrix_Multiplication,In-Order,1.09,407.0,0.78,0,0.55,1.04,416.5,0.77
8,Matrix_Multiplication,In-Order,1.08,415.8,0.81,0,0.54,1.12,405.2,0.79
9,Matrix_Multiplication,In-Order,1.06,401.8,0.81,0,0.53,1.04,397.2,0.82
10,Matrix_Multiplication,In-Order,1.13,407.7,0.8,0,0.56,1.21,410.7,0.79
1,Matrix_Multiplication,In-Order,1.19,403.6,0.8,0,0.6,1.08,401.9,0.81
2,Matrix_Multiplication,In-Order,1.26,403.8,0.82,0,0.63,1.2,399.1,0.82
3,Matrix_Multiplication,In-Order,1.12,401.6,0.82,0,0.56,1.11,390.6,0.8
4,Matrix_Multiplication,In-Order,1.06,430.0,0.79,0,0.53,0.99,438.8,0.8
5,Matrix_Multiplication,In-Order,1.11,403.0,0.82,0,0.56,1.16,387.5,0.84
6,Matrix_Multiplication,In-Order,0.93,415.6,0.82,0,0.46,0.95,408.0,0.83
7,Matrix_Multiplication,In-Order,1.1,414.4,0.8,0,0.55,1.03,401.3,0.79
8,Matrix_Multiplication,In-Order,1.21,400.6,0.83,0,0.61,1.25,400.6,0.83
9,Matrix_Multiplication,In-Order,1.14,403.5,0.83,0,0.57,1.15,390.3,0.82
10,Matrix_Multiplication,In-Order,1.11,411.2,0.83,0,0.56,1.12,416.6,0.82
1,Matrix_Multiplication,In-Order,1.14,400.1,0.81,0,0.57,1.15,406.8,0.83
2,Matrix_Multiplication,In-Order,1.03,407.5,0.82,0,0.51,1.06,394.6,0.81
3,Matrix_Multiplication,In-Order,1.12,405.3,0.77,0,0.56,1.16,398.6,0.77
4,Matrix_Multiplication,In-Order,1.1,403.2,0.83,0,0.55,1.13,397.3,0.83
5,Matrix_Multiplication,In-Order,1.06,405.2,0.82,0,0.53,1.05,412.6,0.82
6,Matrix_Multiplication,In-Order,1.17,404.5,0.86,0,0.59,1.19,423.0,0.85
7,Matrix_Multiplication,In-Order,1.1,400.7,0.81,0,0.55,1.09,400.9,0.8
8,Matrix_Multiplication,In-Order,1.16,414.9,0.83,0,0.58,1.16,403.3,0.81
9,Matrix_Multiplication,In-Order,1.2,404.6,0.81,0,0.6,1.26,403.4,0.82
10,Matrix_Multiplication,In-Order,1.04,401.2,0.82,0,0.52,1.02,414.5,0.82
1,Matrix_Multiplication,In-Order,1.15,406.0,0.84,0,0.57,1.15,414.6,0.84
2,Matrix_Multiplication,In-Order,1.06,403.4,0.8,0,0.53,1.05,385.3,0.79
3,Matrix_Multiplication,In-Order,1.08,405.1,0.83,0,0.54,1.08,410.0,0.82
4,Matrix_Multiplication,In-Order,1.12,400.6,0.81,0,0.56,1.13,392.6,0.81
5,Matrix_Multiplication,In-Order,1.13,408.9,0.81,0,0.57,1.14,425.1,0.83
6,Matrix_Multiplication,In-Order,1.12,410.0,0.83,0,0.56,1.1,402.9,0.82
7,Matrix_Multiplication,In-Order,1.24,409.0,0.78,0,0.62,1.28,400.2,0.79
8,Matrix_Multiplication,In-Order,0.99,426.7,0.84,0,0.49,1.02,422.1,0.83
9,Matrix_Multiplication,In-Order,1.03,400.4,0.79,0,0.52,1.07,404.8,0.8
10,Matrix_Multiplication,In-Order,1.17,403.8,0.83,0,0.58,1.16,396.5,0.83
1,Matrix_Multiplication,In-Order,1.15,404.7,0.85,0,0.57,1.16,393.7,0.86
2,Matrix_Multiplication,In-Order,1.07,422.5,0.82,0,0.53,1.05,432.7,0.81
3,Matrix_Multiplication,In-Order,1.13,401.8,0.82,0,0.56,1.14,409.0,0.8
4,Matrix_Multiplication,In-Order,1.1,407.8,0.79,0,0.55,1.16,396.8,0.79
5,Matrix_Multiplication,In-Order,1.04,401.4,0.79,0,0.52,1.09,407.7,0.77
6,Matrix_Multiplication,In-Order,1.04,418.7,0.79,0,0.52,1.01,437.2,0.8
7,Matrix_Multiplication,In-Order,1.1,420.6,0.84,0,0.55,1.1,413.1,0.83
8,Matrix_Multiplication,In-Order,0.92,400.9,0.84,0,0.46,0.92,384.2,0.84
9,Matrix_Multiplication,In-Order,1.09,400.7,0.83,0,0.55,1.07,404.4,0.83
10,Matrix_Multiplication,In-Order,1.21,401.0,0.79,0,0.6,1.21,406.7,0.79
1,Matrix_Multiplication,In-Order,1.1,406.4,0.85,0,0.55,1.04,417.9,0.84
2,Matrix_Multiplication,In-Order,1.05,401.9,0.84,0,0.52,1.04,404.8,0.84
3,Matrix_Multiplication,In-Order,1.13,417.7,0.81,0,0.56,1.13,400.8,0.82
4,Matrix_Multiplication,In-Order,1.11,407.7,0.85,0,0.55,1.07,406.9,0.82
5,Matrix_Multiplication,In-Order,1.06,409.3,0.83,0,0.53,1.12,399.5,0.81
6,Matrix_Multiplication,In-Order,1.18,401.7,0.86,0,0.59,1.16,391.2,0.88
7,Matrix_Multiplication,In-Order,1.04,405.0,0.84,0,0.52,1.08,403.4,0.85
8,Matrix_Multiplication,In-Order,1.17,425.3,0.84,0,0.59,1.14,421.0,0.84
9,Matrix_Multiplication,In-Order,1.19,417.0,0.8,0,0.59,1.19,415.4,0.77
10,Matrix_Multiplication,In-Order,1.22,401.5,0.82,0,0.61,1.28,404.1,0.82
1,Matrix_Multiplication,In-Order,1.1,432.0,0.83,0,0.55,1.09,424.0,0.82
2,Matrix_Multiplication,In-Order,1.0,422.7,0.8,0,0.5,0.95,426.9,0.8
3,Matrix_Multiplication,In-Order,1.05,403.7,0.81,0,0.53,1.06,409.7,0.8
4,Matrix_Multiplication,In-Order,1.05,410.7,0.8,0,0.52,1.03,394.0,0.81
5,Matrix_Multiplication,In-Order,1.11,418.8,0.78,0,0.55,1.13,400.3,0.8
6,Matrix_Multiplication,In-Order,1.2,407.2,0.78,0,0.6,1.2,407.2,0.8
7,Matrix_Multiplication,In-Order,1.14,408.1,0.81,0,0.57,1.05,397.2,0.82
8,Matrix_Multiplication,In-Order,1.09,408.2,0.83,0,0.55,1.11,431.7,0.82
9,Matrix_Multiplication,In-Order,1.2,413.2,0.82,0,0.6,1.22,425.5,0.84
10,Matrix_Multiplication,In-Order,1.17,402.7,0.78,0,0.59,1.19,379.2,0.8
1,Matrix_Multiplication,In-Order,1.09,406.8,0.84,0,0.54,1.1,415.6,0.85
2,Matrix_Multiplication,In-Order,1.2,401.5,0.87,0,0.6,1.16,395.8,0.85
3,Matrix_Multiplication,In-Order,1.12,418.4,0.85,0,0.56,1.13,419.6,0.84
4,Matrix_Multiplication,In-Order,1.13,406.5,0.82,0,0.57,1.15,419.8,0.83
5,Matrix_Multiplication,In-Order,1.03,403.5,0.86,0,0.51,1.0,400.3,0.85
6,Matrix_Multiplication,In-Order,1.19,401.3,0.81,0,0.59,1.12,403.8,0.82
7,Matrix_Multiplication,In-Order,1.08,401.3,0.8,0,0.54,1.02,390.2,0.8
8,Matrix_Multiplication,In-Order,1.08,406.9,0.82,0,0.54,1.1,388.0,0.8
9,Matrix_Multiplication,In-Order,1.23,414.0,0.81,0,0.61,1.24,401.8,0.83
10,Matrix_Multiplication,In-Order,1.12,407.0,0.87,0,0.56,1.13,405.7,0.85
1,Matrix_Multiplication,In-Order,0.97,413.1,0.85,0,0.48,0.96,422.6,0.84
2,Matrix_Multiplication,In-Order,1.07,403.3,0.81,0,0.54,1.03,424.3,0.81
3,Matrix_Multiplication,In-Order,1.12,411.9,0.8,0,0.56,1.13,420.2,0.8
4,Matrix_Multiplication,In-Order,1.08,419.5,0.79,0,0.54,1.05,413.8,0.81
5,Matrix_Multiplication,In-Order,1.06,404.8,0.79,0,0.53,1.12,406.8,0.81
6,Matrix_Multiplication,In-Order,1.04,414.7,0.85,0,0.52,1.06,413.1,0.87
7,Matrix_Multiplication,In-Order,1.09,402.7,0.81,0,0.55,1.11,412.6,0.81
8,Matrix_Multiplication,In-Order,1.03,423.1,0.82,0,0.52,1.05,424.5,0.82
9,Matrix_Multiplication,In-Order,1.03,400.8,0.83,0,0.51,1.04,405.9,0.84
10,Matrix_Multiplication,In-Order,0.92,410.1,0.83,0,0.46,0.95,419.2,0.82
1,Matrix_Multiplication,In-Order,1.17,428.0,0.82,0,0.58,1.16,420.7,0.81
2,Matrix_Multiplication,In-Order,1.14,410.9,0.83,0,0.57,1.03,417.4,0.82
3,Matrix_Multiplication,In-Order,1.18,409.8,0.84,0,0.59,1.23,426.0,0.85
4,Matrix_Multiplication,In-Order,1.18,401.9,0.89,0,0.59,1.21,406.9,0.92
5,Matrix_Multiplication,In-Order,1.07,422.1,0.79,0,0.54,1.02,424.0,0.82
6,Matrix_Multiplication,In-Order,1.18,401.2,0.84,0,0.59,1.14,396.4,0.82
7,Matrix_Multiplication,In-Order,1.04,403.5,0.78,0,0.52,1.0,407.7,0.8
8,Matrix_Multiplication,In-Order,1.06,404.9,0.78,0,0.53,1.07,392.5,0.76
9,Matrix_Multiplication,In-Order,1.15,405.1,0.82,0,0.57,1.16,395.9,0.82
10,Matrix_Multiplication,In-Order,1.09,407.3,0.82,0,0.55,1.11,413.0,0.82
1,Matrix_Multiplication,In-Order,1.06,402.4,0.86,0,0.53,1.07,393.8,0.85
2,Matrix_Multiplication,In-Order,1.04,403.5,0.8,0,0.52,1.03,400.1,0.8
3,Matrix_Multiplication,In-Order,1.17,409.9,0.86,0,0.58,1.14,412.0,0.88
4,Matrix_Multiplication,In-Order,1.07,412.7,0.84,0,0.53,1.04,412.8,0.84
5,Matrix_Multiplication,In-Order,1.01,428.1,0.82,0,0.5,1.04,426.6,0.83
6,Matrix_Multiplication,In-Order,1.11,401.2,0.82,0,0.56,1.07,383.6,0.8
7,Matrix_Multiplication,In-Order,1.14,439.9,0.79,0,0.57,1.1,450.5,0.77
8,Matrix_Multiplication,In-Order,1.04,420.7,0.82,0,0.52,0.99,401.4,0.83
9,Matrix_Multiplication,In-Order,1.15,402.6,0.88,0,0.58,1.16,408.5,0.9
10,Matrix_Multiplication,In-Order,1.15,439.1,0.84,0,0.57,1.09,432.6,0.85
1,Matrix_Multiplication,In-Order,1.07,404.6,0.79,0,0.53,1.14,406.0,0.78
2,Matrix_Multiplication,In-Order,1.11,400.7,0.83,0,0.55,1.16,392.2,0.83
3,Matrix_Multiplication,In-Order,1.15,427.9,0.85,0,0.58,1.19,433.6,0.86
4,Matrix_Multiplication,In-Order,1.06,420.5,0.8,0,0.53,1.04,404.7,0.79
5,Matrix_Multiplication,In-Order,1.07,432.4,0.86,0,0.54,1.06,431.3,0.86
6,Matrix_Multiplication,In-Order,1.12,408.5,0.84,0,0.56,1.13,421.8,0.84
7,Matrix_Multiplication,In-Order,1.17,410.7,0.81,0,0.59,1.18,420.3,0.8
8,Matrix_Multiplication,In-Order,1.11,401.8,0.79,0,0.55,1.16,386.4,0.79
9,Matrix_Multiplication,In-Order,1.28,405.2,0.78,0,0.64,1.24,404.7,0.79
10,Matrix_Multiplication,In-Order,1.13,412.2,0.77,0,0.56,1.15,414.0,0.76
1,Matrix_Multiplication,In-Order,1.25,409.5,0.82,0,0.63,1.29,423.2,0.83
2,Matrix_Multiplication,In-Order,1.03,401.6,0.82,0,0.52,1.06,413.6,0.82
3,Matrix_Multiplication,In-Order,1.17,425.4,0.83,0,0.59,1.21,434.8,0.82
4,Matrix_Multiplication,In-Order,1.08,411.4,0.81,0,0.54,1.14,405.3,0.8
5,Matrix_Multiplication,In-Order,1.07,415.4,0.79,0,0.53,1.08,415.5,0.78
6,Matrix_Multiplication,In-Order,1.13,409.4,0.83,0,0.57,1.18,399.4,0.83
7,Matrix_Multiplication,In-Order,1.08,401.7,0.84,0,0.54,1.09,398.4,0.82
8,Matrix_Multiplication,In-Order,0.9,403.8,0.83,0,0.45,0.89,410.4,0.83
9,Matrix_Multiplication,In-Order,1.12,420.5,0.83,0,0.56,1.16,410.3,0.82
10,Matrix_Multiplication,In-Order,1.13,418.5,0.81,0,0.56,1.1,426.2,0.83
1,Matrix_Multiplication,In-Order,1.11,427.8,0.82,0,0.56,1.08,424.7,0.83
2,Matrix_Multiplication,In-Order,1.25,404.7,0.81,0,0.62,1.2,400.6,0.81
3,Matrix_Multiplication,In-Order,1.02,404.4,0.81,0,0.51,1.07,391.0,0.83
4,Matrix_Multiplication,In-Order,1.02,440.8,0.76,0,0.51,1.03,445.0,0.76
5,Matrix_Multiplication,In-Order,1.12,446.7,0.84,0,0.56,1.16,470.1,0.81
6,Matrix_Multiplication,In-Order,1.14,402.8,0.83,0,0.57,1.11,395.3,0.81
7,Matrix_Multiplication,In-Order,0.98,410.1,0.82,0,0.49,0.95,417.2,0.83
8,Matrix_Multiplication,In-Order,1.16,411.5,0.85,0,0.58,1.11,401.2,0.86
9,Matrix_Multiplication,In-Order,1.16,411.6,0.82,0,0.58,1.18,402.2,0.82
10,Matrix_Multiplication,In-Order,1.17,411.3,0.83,0,0.58,1.19,406.1,0.85
1,Matrix_Multiplication,In-Order,1.22,402.5,0.8,0,0.61,1.24,397.1,0.79
2,Matrix_Multiplication,In-Order,1.06,408.8,0.82,0,0.53,1.07,414.3,0.8
3,Matrix_Multiplication,In-Order,1.09,402.0,0.81,0,0.54,1.1,399.8,0.81
4,Matrix_Multiplication,In-Order,1.15,411.0,0.83,0,0.58,1.11,386.0,0.83
5,Matrix_Multiplication,In-Order,1.1,409.5,0.83,0,0.55,1.09,412.2,0.83
6,Matrix_Multiplication,In-Order,1.02,401.4,0.79,0,0.51,1.04,405.2,0.8
7,Matrix_Multiplication,In-Order,1.1,405.2,0.85,0,0.55,1.11,392.8,0.86
8,Matrix_Multiplication,In-Order,1.03,409.5,0.8,0,0.52,1.02,448.8,0.81
9,Matrix_Multiplication,In-Order,1.04,401.9,0.81,0,0.52,0.97,404.5,0.8
10,Matrix_Multiplication,In-Order,1.0,412.5,0.83,0,0.5,1.05,419.9,0.82
1,Matrix_Multiplication,In-Order,1.25,400.1,0.82,0,0.63,1.3,379.5,0.82
2,Matrix_Multiplication,In-Order,1.02,410.6,0.83,0,0.51,1.07,396.0,0.82
3,Matrix_Multiplication,In-Order,1.0,401.8,0.79,0,0.5,1.0,412.8,0.78
4,Matrix_Multiplication,In-Order,1.12,402.5,0.78,0,0.56,1.09,407.0,0.8
5,Matrix_Multiplication,In-Order,1.15,407.9,0.84,0,0.57,1.12,411.6,0.85
6,Matrix_Multiplication,In-Order,1.01,400.2,0.84,0,0.5,1.0,385.9,0.83
7,Matrix_Multiplication,In-Order,1.15,400.4,0.83,0,0.58,1.13,395.3,0.82
8,Matrix_Multiplication,In-Order,1.14,403.1,0.81,0,0.57,1.17,384.1,0.79
9,Matrix_Multiplication,In-Order,1.12,401.5,0.81,0,0.56,1.2,406.3,0.8
10,Matrix_Multiplication,In-Order,1.11,412.2,0.77,0,0.55,1.09,424.1,0.79
1,Matrix_Multiplication,In-Order,1.07,404.4,0.8,0,0.54,1.04,409.1,0.79
2,Matrix_Multiplication,In-Order,0.89,400.2,0.83,0,0.45,0.85,420.0,0.81
3,Matrix_Multiplication,In-Order,1.09,405.1,0.82,0,0.54,1.08,392.9,0.81
4,Matrix_Multiplication,In-Order,1.06,416.7,0.79,0,0.53,1.13,410.4,0.77
5,Matrix_Multiplication,In-Order,1.1,402.0,0.76,0,0.55,1.09,384.3,0.77
6,Matrix_Multiplication,In-Order,1.07,404.8,0.83,0,0.54,1.07,391.8,0.84
7,Matrix_Multiplication,In-Order,1.05,411.1,0.87,0,0.52,1.1,412.5,0.88
8,Matrix_Multiplication,In-Order,1.15,407.1,0.87,0,0.57,1.16,404.5,0.87
9,Matrix_Multiplication,In-Order,1.17,408.1,0.86,0,0.59,1.21,412.6,0.85
10,Matrix_Multiplication,In-Order,1.1,402.0,0.82,0,0.55,1.14,393.1,0.83
1,Matrix_Multiplication,In-Order,1.12,400.8,0.82,0,0.56,1.09,414.5,0.82
2,Matrix_Multiplication,In-Order,1.18,405.7,0.85,0,0.59,1.19,402.4,0.84
3,Matrix_Multiplication,In-Order,1.13,400.9,0.83,0,0.57,1.13,391.1,0.84
4,Matrix_Multiplication,In-Order,1.02,403.5,0.8,0,0.51,0.99,408.7,0.82
5,Matrix_Multiplication,In-Order,1.16,412.6,0.81,0,0.58,1.18,432.3,0.81
6,Matrix_Multiplication,In-Order,1.08,429.1,0.8,0,0.54,1.12,424.7,0.78
7,Matrix_Multiplication,In-Order,1.08,405.7,0.81,0,0.54,1.04,418.4,0.84
8,Matrix_Multiplication,In-Order,1.24,426.8,0.82,0,0.62,1.27,423.3,0.78
9,Matrix_Multiplication,In-Order,1.15,444.6,0.79,0,0.57,1.19,435.6,0.79
10,Matrix_Multiplication,In-Order,1.04,429.2,0.78,0,0.52,1.01,440.7,0.78
1,Matrix_Multiplication,In-Order,1.12,400.9,0.84,0,0.56,1.08,420.9,0.85
2,Matrix_Multiplication,In-Order,1.12,422.5,0.8,0,0.56,1.07,422.7,0.8
3,Matrix_Multiplication,In-Order,1.25,404.2,0.84,0,0.62,1.29,398.7,0.85
4,Matrix_Multiplication,In-Order,1.04,419.8,0.8,0,0.52,0.99,419.6,0.8
5,Matrix_Multiplication,In-Order,1.04,403.1,0.79,0,0.52,1.08,388.5,0.81
6,Matrix_Multiplication,In-Order,0.98,423.7,0.83,0,0.49,0.91,424.1,0.83
7,Matrix_Multiplication,In-Order,1.03,409.5,0.81,0,0.52,0.99,409.5,0.8
8,Matrix_Multiplication,In-Order,1.1,400.7,0.81,0,0.55,1.11,422.4,0.81
9,Matrix_Multiplication,In-Order,1.03,418.9,0.83,0,0.51,1.04,418.5,0.84
10,Matrix_Multiplication,In-Order,0.99,411.5,0.84,0,0.5,1.02,414.8,0.84
1,Matrix_Multiplication,In-Order,1.13,416.2,0.82,0,0.57,1.2,420.2,0.82
2,Matrix_Multiplication,In-Order,1.01,410.7,0.84,0,0.5,1.07,402.1,0.82
3,Matrix_Multiplication,In-Order,0.93,408.1,0.8,0,0.47,0.91,398.1,0.79
4,Matrix_Multiplication,In-Order,0.99,407.4,0.84,0,0.49,0.91,412.7,0.85
5,Matrix_Multiplication,In-Order,0.88,402.4,0.82,0,0.44,0.9,401.1,0.83
6,Matrix_Multiplication,In-Order,1.21,400.5,0.81,0,0.6,1.18,386.7,0.8
7,Matrix_Multiplication,In-Order,1.12,400.8,0.84,0,0.56,1.08,396.5,0.85
8,Matrix_Multiplication,In-Order,1.11,401.3,0.8,0,0.55,1.09,407.6,0.81
9,Matrix_Multiplication,In-Order,1.22,403.8,0.83,0,0.61,1.24,414.8,0.83
10,Matrix_Multiplication,In-Order,1.08,400.7,0.83,0,0.54,1.07,402.9,0.83
1,Matrix_Multiplication,In-Order,1.1,400.9,0.77,0,0.55,1.11,419.9,0.78
2,Matrix_Multiplication,In-Order,1.12,411.5,0.85,0,0.56,1.1,407.7,0.85
3,Matrix_Multiplication,In-Order,1.15,405.0,0.84,0,0.57,1.22,403.8,0.85
4,Matrix_Multiplication,In-Order,1.17,408.9,0.85,0,0.58,1.14,423.5,0.84
5,Matrix_Multiplication,In-Order,1.12,420.3,0.8,0,0.56,1.09,417.9,0.79
6,Matrix_Multiplication,In-Order,1.16,402.7,0.83,0,0.58,1.18,394.2,0.83
7,Matrix_Multiplication,In-Order,1.05,400.2,0.8,0,0.53,1.06,404.0,0.79
8,Matrix_Multiplication,In-Order,1.17,406.9,0.81,0,0.58,1.22,383.8,0.82
9,Matrix_Multiplication,In-Order,1.13,412.9,0.79,0,0.57,1.14,416.5,0.82
10,Matrix_Multiplication,In-Order,1.14,413.6,0.83,0,0.57,1.15,428.1,0.84
1,Matrix_Multiplication,In-Order,1.16,402.5,0.82,0,0.58,1.14,398.0,0.81
2,Matrix_Multiplication,In-Order,1.13,402.7,0.8,0,0.56,1.16,396.7,0.79
3,Matrix_Multiplication,In-Order,1.12,427.3,0.85,0,0.56,1.07,415.5,0.86
4,Matrix_Multiplication,In-Order,1.11,403.3,0.77,0,0.56,1.14,405.4,0.77
5,Matrix_Multiplication,In-Order,1.17,401.9,0.79,0,0.59,1.15,410.5,0.82
6,Matrix_Multiplication,In-Order,1.15,413.6,0.8,0,0.57,1.17,421.8,0.81
7,Matrix_Multiplication,In-Order,1.14,403.1,0.8,0,0.57,1.14,397.2,0.8
8,Matrix_Multiplication,In-Order,1.12,401.2,0.86,0,0.56,1.12,418.0,0.85
9,Matrix_Multiplication,In-Order,1.07,400.5,0.79,0,0.53,1.04,389.4,0.83
10,Matrix_Multiplication,In-Order,0.99,430.7,0.82,0,0.49,1.06,420.0,0.83
1,Matrix_Multiplication,In-Order,1.15,406.0,0.85,0,0.57,1.15,404.5,0.86
2,Matrix_Multiplication,In-Order,1.1,400.4,0.81,0,0.55,1.13,375.9,0.83
3,Matrix_Multiplication,In-Order,1.19,421.2,0.85,0,0.59,1.15,419.7,0.87
4,Matrix_Multiplication,In-Order,1.19,400.1,0.78,0,0.59,1.19,419.6,0.78
5,Matrix_Multiplication,In-Order,1.06,416.5,0.81,0,0.53,1.05,412.6,0.81
6,Matrix_Multiplication,In-Order,1.18,400.5,0.85,0,0.59,1.17,404.3,0.85
7,Matrix_Multiplication,In-Order,1.03,412.9,0.8,0,0.51,1.0,416.6,0.78
8,Matrix_Multiplication,In-Order,1.12,409.0,0.79,0,0.56,1.11,425.3,0.81
9,Matrix_Multiplication,In-Order,1.16,405.0,0.81,0,0.58,1.17,394.3,0.79
10,Matrix_Multiplication,In-Order,1.06,418.5,0.85,0,0.53,1.04,407.2,0.86
1,Matrix_Multiplication,In-Order,1.08,443.3,0.76,0,0.54,1.1,440.1,0.78
2,Matrix_Multiplication,In-Order,1.09,406.9,0.85,0,0.54,1.07,416.7,0.84
3,Matrix_Multiplication,In-Order,1.18,404.5,0.8,0,0.59,1.14,402.5,0.79
4,Matrix_Multiplication,In-Order,0.98,402.7,0.86,0,0.49,0.94,414.3,0.85
5,Matrix_Multiplication,In-Order,1.21,410.6,0.88,0,0.6,1.24,405.2,0.88
6,Matrix_Multiplication,In-Order,0.97,401.7,0.83,0,0.49,0.89,416.4,0.83
7,Matrix_Multiplication,In-Order,1.15,420.9,0.84,0,0.57,1.12,431.8,0.85
8,Matrix_Multiplication,In-Order,1.18,407.7,0.81,0,0.59,1.2,413.1,0.83
9,Matrix_Multiplication,In-Order,1.11,404.2,0.84,0,0.56,1.19,406.5,0.83
10,Matrix_Multiplication,In-Order,1.12,406.8,0.79,0,0.56,1.18,408.0,0.78
1,Matrix_Multiplication,In-Order,0.99,417.3,0.81,0,0.49,1.04,409.9,0.82
2,Matrix_Multiplication,In-Order,1.2,400.4,0.82,0,0.6,1.23,406.3,0.82
3,Matrix_Multiplication,In-Order,1.07,404.8,0.88,0,0.54,1.08,406.8,0.89
4,Matrix_Multiplication,In-Order,1.18,433.0,0.83,0,0.59,1.17,449.7,0.81
5,Matrix_Multiplication,In-Order,0.99,403.5,0.8,0,0.5,0.96,397.6,0.81
6,Matrix_Multiplication,In-Order,1.11,401.5,0.82,0,0.55,1.12,393.8,0.81
7,Matrix_Multiplication,In-Order,1.05,406.0,0.8,0,0.53,1.12,388.2,0.82
8,Matrix_Multiplication,In-Order,1.09,407.8,0.83,0,0.54,1.1,423.8,0.83
9,Matrix_Multiplication,In-Order,1.01,401.1,0.83,0,0.51,1.06,385.9,0.83
10,Matrix_Multiplication,In-Order,1.16,404.0,0.87,0,0.58,1.18,405.8,0.88
1,Matrix_Multiplication,In-Order,1.04,403.0,0.85,0,0.52,1.06,409.4,0.85
2,Matrix_Multiplication,In-Order,1.22,400.1,0.8,0,0.61,1.18,401.4,0.81
3,Matrix_Multiplication,In-Order,1.14,400.4,0.86,0,0.57,1.09,407.4,0.84
4,Matrix_Multiplication,In-Order,1.05,400.2,0.86,0,0.53,1.04,387.6,0.88
5,Matrix_Multiplication,In-Order,1.09,414.3,0.81,0,0.55,1.04,417.4,0.82
6,Matrix_Multiplication,In-Order,1.06,407.0,0.81,0,0.53,1.07,417.2,0.79
7,Matrix_Multiplication,In-Order,1.15,401.8,0.82,0,0.58,1.16,397.6,0.83
8,Matrix_Multiplication,In-Order,1.12,400.4,0.82,0,0.56,1.13,388.0,0.82
9,Matrix_Multiplication,In-Order,1.04,408.8,0.83,0,0.52,1.04,400.2,0.83
10,Matrix_Multiplication,In-Order,1.07,403.4,0.8,0,0.53,1.1,412.0,0.78
1,Matrix_Multiplication,In-Order,1.1,401.1,0.83,0,0.55,1.06,394.9,0.81
2,Matrix_Multiplication,In-Order,1.04,410.7,0.8,0,0.52,0.98,400.0,0.79
3,Matrix_Multiplication,In-Order,1.06,405.9,0.82,0,0.53,1.03,384.1,0.8
4,Matrix_Multiplication,In-Order,1.1,401.3,0.8,0,0.55,1.11,390.4,0.8
5,Matrix_Multiplication,In-Order,1.14,402.1,0.8,0,0.57,1.08,411.1,0.81
6,Matrix_Multiplication,In-Order,1.16,401.5,0.8,0,0.58,1.23,388.7,0.8
7,Matrix_Multiplication,In-Order,1.15,425.6,0.83,0,0.58,1.14,419.6,0.83
8,Matrix_Multiplication,In-Order,1.1,405.4,0.85,0,0.55,1.16,399.0,0.83
9,Matrix_Multiplication,In-Order,1.24,439.9,0.82,0,0.62,1.24,427.7,0.81
10,Matrix_Multiplication,In-Order,1.09,400.1,0.85,0,0.55,1.06,417.1,0.84
1,Matrix_Multiplication,In-Order,1.13,403.4,0.85,0,0.56,1.13,389.7,0.84
2,Matrix_Multiplication,In-Order,1.04,416.9,0.86,0,0.52,1.08,413.5,0.86
3,Matrix_Multiplication,In-Order,1.04,408.1,0.81,0,0.52,1.09,393.5,0.81
4,Matrix_Multiplication,In-Order,1.13,403.3,0.84,0,0.56,1.18,393.0,0.83
5,Matrix_Multiplication,In-Order,0.99,400.6,0.83,0,0.5,1.02,399.2,0.84
6,Matrix_Multiplication,In-Order,1.2,411.8,0.82,0,0.6,1.22,419.1,0.84
7,Matrix_Multiplication,In-Order,1.13,412.8,0.82,0,0.57,1.09,442.5,0.83
8,Matrix_Multiplication,In-Order,1.18,401.2,0.8,0,0.59,1.15,406.4,0.79
9,Matrix_Multiplication,In-Order,1.14,400.8,0.85,0,0.57,1.13,402.5,0.85
10,Matrix_Multiplication,In-Order,1.12,413.7,0.79,0,0.56,1.13,432.2,0.8
