Iteration,Algorithm,Core Type,IPC,Memory Usage (MB),Cache Hit Rate,Action,Reward,Next IPC,Next Memory Usage (MB),Next Cache Hit Rate
3,Convolution,In-Order,2.39,325.2,0.9,0,1.19,2.41,319.6,0.92
4,Convolution,In-Order,2.51,314.7,0.9,0,1.25,2.6,313.7,0.89
5,Convolution,In-Order,2.69,309.3,0.86,0,1.34,2.69,325.1,0.85
6,Convolution,In-Order,2.56,322.4,0.89,0,1.28,2.54,324.7,0.9
7,Convolution,In-Order,2.61,300.3,0.91,0,1.3,2.62,303.8,0.89
8,Convolution,In-Order,2.49,308.7,0.92,0,1.25,2.55,305.8,0.94
9,Convolution,In-Order,2.45,296.4,0.89,0,1.22,2.49,293.4,0.88
10,Convolution,In-Order,2.57,294.1,0.84,0,1.28,2.53,309.9,0.85
1,Convolution,In-Order,2.38,318.5,0.91,0,1.19,2.32,326.9,0.91
2,Convolution,In-Order,2.44,301.2,0.9,0,1.22,2.49,310.9,0.89
3,Convolution,In-Order,2.52,295.5,0.9,0,1.26,2.54,302.4,0.88
4,Convolution,In-Order,2.43,295.1,0.92,0,1.21,2.4,295.9,0.93
5,Convolution,In-Order,2.44,298.9,0.93,0,1.22,2.5,300.3,0.94
6,Convolution,In-Order,2.54,294.6,0.94,0,1.27,2.57,287.6,0.94
7,Convolution,In-Order,2.48,313.6,0.88,0,1.24,2.5,314.3,0.88
8,Convolution,In-Order,2.41,312.7,0.92,0,1.21,2.4,318.3,0.93
9,Convolution,In-Order,2.46,316.0,0.9,0,1.23,2.52,300.2,0.89
10,Convolution,In-Order,2.55,301.3,0.91,0,1.28,2.53,295.5,0.91
1,Convolution,In-Order,2.48,307.7,0.89,0,1.24,2.57,300.8,0.89
2,Convolution,In-Order,2.48,306.9,0.91,0,1.24,2.49,309.2,0.91
3,Convolution,In-Order,2.43,312.9,0.93,0,1.21,2.43,300.0,0.92
4,Convolution,In-Order,2.47,300.5,0.91,0,1.23,2.48,296.6,0.9
5,Convolution,In-Order,2.69,302.4,0.9,0,1.35,2.68,288.5,0.9
6,Convolution,In-Order,2.5,296.1,0.91,0,1.25,2.53,295.4,0.91
7,Convolution,In-Order,2.41,324.3,0.94,0,1.2,2.44,334.8,0.94
8,Convolution,In-Order,2.5,300.3,0.91,0,1.25,2.52,311.1,0.91
9,Convolution,In-Order,2.52,311.4,0.92,0,1.26,2.47,322.0,0.91
10,Convolution,In-Order,2.45,326.7,0.91,0,1.22,2.56,321.4,0.91
1,Convolution,In-Order,2.59,311.4,0.94,0,1.3,2.65,306.6,0.94
2,Convolution,In-Order,2.38,315.7,0.93,0,1.19,2.38,306.6,0.93
3,Convolution,In-Order,2.61,300.8,0.91,0,1.31,2.63,294.9,0.91
4,Convolution,In-Order,2.51,302.0,0.9,0,1.25,2.53,304.2,0.91
5,Convolution,In-Order,2.52,327.1,0.91,0,1.26,2.5,333.1,0.91
6,Convolution,In-Order,2.6,307.3,0.85,0,1.3,2.69,309.9,0.85
7,Convolution,In-Order,2.57,310.4,0.92,0,1.29,2.58,317.7,0.93
8,Convolution,In-Order,2.47,312.2,0.92,0,1.23,2.45,303.1,0.91
9,Convolution,In-Order,2.67,305.7,0.89,0,1.33,2.68,299.3,0.89
10,Convolution,In-Order,2.72,306.4,0.87,0,1.36,2.64,306.2,0.88
1,Convolution,In-Order,2.44,319.5,0.85,0,1.22,2.47,320.1,0.85
2,Convolution,In-Order,2.55,295.7,0.88,0,1.28,2.6,306.8,0.89
3,Convolution,In-Order,2.47,316.4,0.88,0,1.23,2.47,317.2,0.87
4,Convolution,In-Order,2.42,325.8,0.89,0,1.21,2.39,314.9,0.89
5,Convolution,In-Order,2.45,292.2,0.89,0,1.23,2.47,290.4,0.89
6,Convolution,In-Order,2.44,295.4,0.88,0,1.22,2.38,277.7,0.88
7,Convolution,In-Order,2.6,302.5,0.86,0,1.3,2.6,302.3,0.86
8,Convolution,In-Order,2.45,295.9,0.92,0,1.23,2.47,301.5,0.9
9,Convolution,In-Order,2.49,327.9,0.9,0,1.25,2.48,319.9,0.88
10,Convolution,In-Order,2.49,303.9,0.9,0,1.24,2.47,306.7,0.9
1,Convolution,In-Order,2.48,301.4,0.94,0,1.24,2.47,306.0,0.92
2,Convolution,In-Order,2.45,297.2,0.92,0,1.23,2.49,298.0,0.92
3,Convolution,In-Order,2.49,322.2,0.87,0,1.24,2.48,320.1,0.89
4,Convolution,In-Order,2.47,327.2,0.91,0,1.24,2.49,327.2,0.92
5,Convolution,In-Order,2.58,306.7,0.9,0,1.29,2.54,318.1,0.91
6,Convolution,In-Order,2.6,316.7,0.89,0,1.3,2.69,297.4,0.91
7,Convolution,In-Order,2.57,326.1,0.92,0,1.29,2.56,314.6,0.91
8,Convolution,In-Order,2.35,303.7,0.89,0,1.18,2.34,296.9,0.9
9,Convolution,In-Order,2.55,316.6,0.93,0,1.28,2.52,320.4,0.93
10,Convolution,In-Order,2.68,327.6,0.9,0,1.34,2.61,320.8,0.9
1,Convolution,In-Order,2.44,305.0,0.89,0,1.22,2.43,303.9,0.89
2,Convolution,In-Order,2.6,309.8,0.91,0,1.3,2.55,321.0,0.91
3,Convolution,In-Order,2.58,315.9,0.91,0,1.29,2.56,332.5,0.9
4,Convolution,In-Order,2.6,296.0,0.9,0,1.3,2.59,294.4,0.91
5,Convolution,In-Order,2.43,294.7,0.91,0,1.22,2.48,280.7,0.92
6,Convolution,In-Order,2.54,303.9,0.87,0,1.27,2.47,301.4,0.88
7,Convolution,In-Order,2.63,323.6,0.88,0,1.31,2.62,311.8,0.89
8,Convolution,In-Order,2.46,324.1,0.94,0,1.23,2.43,337.6,0.95
9,Convolution,In-Order,2.47,318.2,0.93,0,1.24,2.51,312.8,0.93
10,Convolution,In-Order,2.36,323.7,0.92,0,1.18,2.38,320.9,0.91
1,Convolution,In-Order,2.61,317.8,0.9,0,1.3,2.6,331.2,0.91
2,Convolution,In-Order,2.45,312.0,0.9,0,1.22,2.45,308.7,0.9
3,Convolution,In-Order,2.44,309.3,0.88,0,1.22,2.38,302.2,0.89
4,Convolution,In-Order,2.62,317.7,0.91,0,1.31,2.69,324.6,0.9
5,Convolution,In-Order,2.39,294.7,0.93,0,1.19,2.36,292.8,0.94
6,Convolution,In-Order,2.37,300.8,0.9,0,1.19,2.32,291.2,0.9
7,Convolution,In-Order,2.39,316.5,0.9,0,1.19,2.34,293.9,0.91
8,Convolution,In-Order,2.46,293.4,0.89,0,1.23,2.46,278.5,0.88
9,Convolution,In-Order,2.4,305.2,0.9,0,1.2,2.38,302.2,0.89
10,Convolution,In-Order,2.62,309.9,0.87,0,1.31,2.65,314.4,0.86
1,Convolution,In-Order,2.58,323.2,0.88,0,1.29,2.58,318.1,0.87
2,Convolution,In-Order,2.48,327.7,0.9,0,1.24,2.5,320.1,0.89
3,Convolution,In-Order,2.52,295.3,0.87,0,1.26,2.44,282.9,0.88
4,Convolution,In-Order,2.5,309.7,0.9,0,1.25,2.5,300.2,0.89
5,Convolution,In-Order,2.6,319.1,0.93,0,1.3,2.64,295.9,0.92
6,Convolution,In-Order,2.48,318.8,0.88,0,1.24,2.47,335.7,0.87
7,Convolution,In-Order,2.54,298.4,0.91,0,1.27,2.59,305.5,0.92
8,Convolution,In-Order,2.6,292.3,0.89,0,1.3,2.55,301.9,0.86
9,Convolution,In-Order,2.45,301.8,0.89,0,1.22,2.35,282.9,0.89
10,Convolution,In-Order,2.4,301.1,0.89,0,1.2,2.41,319.8,0.87
1,Convolution,In-Order,2.43,303.0,0.91,0,1.22,2.45,315.7,0.88
2,Convolution,In-Order,2.47,309.4,0.89,0,1.23,2.4,301.2,0.86
3,Convolution,In-Order,2.49,309.0,0.94,0,1.25,2.47,310.1,0.96
4,Convolution,In-Order,2.59,326.8,0.92,0,1.29,2.6,335.2,0.92
5,Convolution,In-Order,2.45,318.0,0.87,0,1.22,2.4,319.0,0.86
6,Convolution,In-Order,2.51,313.3,0.92,0,1.26,2.49,301.8,0.92
7,Convolution,In-Order,2.47,317.5,0.9,0,1.23,2.44,311.7,0.9
8,Convolution,In-Order,2.41,317.7,0.88,0,1.2,2.41,325.7,0.89
9,Convolution,In-Order,2.48,301.2,0.91,0,1.24,2.57,311.8,0.91
10,Convolution,In-Order,2.4,307.4,0.9,0,1.2,2.37,312.9,0.89
1,Convolution,In-Order,2.39,298.5,0.92,0,1.2,2.4,288.9,0.92
2,Convolution,In-Order,2.5,313.9,0.89,0,1.25,2.5,310.0,0.87
3,Convolution,In-Order,2.31,292.2,0.89,0,1.16,2.34,289.9,0.91
4,Convolution,In-Order,2.48,311.5,0.92,0,1.24,2.55,304.1,0.92
5,Convolution,In-Order,2.46,312.8,0.87,0,1.23,2.46,307.8,0.86
6,Convolution,In-Order,2.46,300.9,0.91,0,1.23,2.41,303.2,0.91
7,Convolution,In-Order,2.48,315.1,0.87,0,1.24,2.56,317.7,0.88
8,Convolution,In-Order,2.47,312.0,0.91,0,1.23,2.38,306.9,0.9
9,Convolution,In-Order,2.45,298.7,0.87,0,1.22,2.5,295.7,0.88
10,Convolution,In-Order,2.51,309.8,0.91,0,1.25,2.49,292.2,0.92
1,Convolution,In-Order,2.7,311.4,0.9,0,1.35,2.74,316.3,0.9
2,Convolution,In-Order,2.51,314.3,0.88,0,1.26,2.52,319.3,0.86
3,Convolution,In-Order,2.52,308.3,0.91,0,1.26,2.52,297.6,0.91
4,Convolution,In-Order,2.7,312.3,0.91,0,1.35,2.67,308.0,0.89
5,Convolution,In-Order,2.53,301.3,0.93,0,1.26,2.57,297.5,0.95
6,Convolution,In-Order,2.69,307.0,0.87,0,1.35,2.73,311.5,0.86
7,Convolution,In-Order,2.57,294.4,0.93,0,1.28,2.66,303.2,0.93
8,Convolution,In-Order,2.56,311.4,0.89,0,1.28,2.55,322.5,0.88
9,Convolution,In-Order,2.52,319.3,0.9,0,1.26,2.52,315.4,0.91
10,Convolution,In-Order,2.56,305.5,0.92,0,1.28,2.62,295.6,0.91
1,Convolution,In-Order,2.49,297.6,0.88,0,1.24,2.47,302.0,0.87
2,Convolution,In-Order,2.6,295.9,0.91,0,1.3,2.55,309.7,0.91
3,Convolution,In-Order,2.58,326.0,0.9,0,1.29,2.59,309.9,0.91
4,Convolution,In-Order,2.51,309.3,0.92,0,1.26,2.53,311.8,0.92
5,Convolution,In-Order,2.64,322.1,0.9,0,1.32,2.65,332.4,0.89
6,Convolution,In-Order,2.48,295.9,0.9,0,1.24,2.57,304.0,0.9
7,Convolution,In-Order,2.51,324.8,0.91,0,1.25,2.48,317.8,0.91
8,Convolution,In-Order,2.32,304.1,0.89,0,1.16,2.34,307.1,0.89
9,Convolution,In-Order,2.41,313.3,0.9,0,1.21,2.36,309.6,0.91
10,Convolution,In-Order,2.46,312.6,0.89,0,1.23,2.49,321.3,0.89
1,Convolution,In-Order,2.52,313.3,0.92,0,1.26,2.63,328.6,0.92
2,Convolution,In-Order,2.45,296.1,0.89,0,1.23,2.45,298.0,0.87
3,Convolution,In-Order,2.53,327.5,0.89,0,1.26,2.61,334.9,0.9
4,Convolution,In-Order,2.48,313.0,0.87,0,1.24,2.52,311.2,0.87
5,Convolution,In-Order,2.59,302.1,0.89,0,1.29,2.63,288.7,0.88
6,Convolution,In-Order,2.5,312.4,0.91,0,1.25,2.38,314.5,0.91
7,Convolution,In-Order,2.46,328.0,0.9,0,1.23,2.48,332.9,0.89
8,Convolution,In-Order,2.54,312.2,0.91,0,1.27,2.48,307.2,0.91
9,Convolution,In-Order,2.61,292.3,0.91,0,1.3,2.57,294.7,0.91
10,Convolution,In-Order,2.66,307.5,0.91,0,1.33,2.67,305.8,0.92
1,Convolution,In-Order,2.62,292.2,0.89,0,1.31,2.61,281.8,0.89
2,Convolution,In-Order,2.44,313.8,0.91,0,1.22,2.44,309.2,0.91
3,Convolution,In-Order,2.5,319.7,0.9,0,1.25,2.57,329.0,0.89
4,Convolution,In-Order,2.27,314.2,0.91,0,1.14,2.32,326.8,0.89
5,Convolution,In-Order,2.52,300.3,0.91,0,1.26,2.48,292.7,0.9
6,Convolution,In-Order,2.4,297.5,0.93,0,1.2,2.39,307.3,0.93
7,Convolution,In-Order,2.56,317.1,0.9,0,1.28,2.52,323.5,0.9
8,Convolution,In-Order,2.52,321.5,0.94,0,1.26,2.47,316.2,0.93
9,Convolution,In-Order,2.62,300.3,0.9,0,1.31,2.64,308.5,0.9
10,Convolution,In-Order,2.48,306.9,0.91,0,1.24,2.52,317.5,0.91
1,Convolution,In-Order,2.42,313.5,0.92,0,1.21,2.42,292.5,0.92
2,Convolution,In-Order,2.56,298.9,0.91,0,1.28,2.54,300.1,0.89
3,Convolution,In-Order,2.42,307.5,0.88,0,1.21,2.43,299.4,0.87
4,Convolution,In-Order,2.43,321.2,0.9,0,1.21,2.43,327.2,0.91
5,Convolution,In-Order,2.58,317.0,0.88,0,1.29,2.52,312.1,0.88
6,Convolution,In-Order,2.59,323.5,0.91,0,1.3,2.6,325.2,0.92
7,Convolution,In-Order,2.5,310.8,0.88,0,1.25,2.53,309.3,0.87
8,Convolution,In-Order,2.51,306.6,0.88,0,1.25,2.49,308.7,0.86
9,Convolution,In-Order,2.43,324.1,0.9,0,1.21,2.51,318.8,0.91
10,Convolution,In-Order,2.49,303.5,0.92,0,1.24,2.44,329.1,0.94
1,Convolution,In-Order,2.51,306.7,0.9,0,1.26,2.46,316.5,0.89
2,Convolution,In-Order,2.44,311.8,0.94,0,1.22,2.47,303.0,0.93
3,Convolution,In-Order,2.41,309.6,0.89,0,1.2,2.42,313.2,0.9
4,Convolution,In-Order,2.49,317.7,0.91,0,1.25,2.58,315.2,0.93
5,Convolution,In-Order,2.52,316.1,0.89,0,1.26,2.56,328.1,0.89
6,Convolution,In-Order,2.49,326.5,0.91,0,1.25,2.48,322.0,0.91
7,Convolution,In-Order,2.4,295.3,0.89,0,1.2,2.45,296.2,0.9
8,Convolution,In-Order,2.52,324.2,0.9,0,1.26,2.53,313.7,0.9
9,Convolution,In-Order,2.59,322.0,0.93,0,1.29,2.62,322.7,0.94
10,Convolution,In-Order,2.47,319.3,0.88,0,1.23,2.51,329.1,0.89
1,Convolution,In-Order,2.49,311.1,0.88,0,1.25,2.51,311.5,0.88
2,Convolution,In-Order,2.36,298.3,0.88,0,1.18,2.36,300.4,0.87
3,Convolution,In-Order,2.44,297.0,0.9,0,1.22,2.36,304.8,0.91
4,Convolution,In-Order,2.45,321.1,0.89,0,1.23,2.45,325.1,0.91
5,Convolution,In-Order,2.47,302.7,0.92,0,1.24,2.54,307.4,0.93
6,Convolution,In-Order,2.6,295.8,0.93,0,1.3,2.62,297.5,0.93
7,Convolution,In-Order,2.59,306.6,0.92,0,1.29,2.61,313.8,0.91
8,Convolution,In-Order,2.61,320.2,0.91,0,1.3,2.66,322.3,0.92
9,Convolution,In-Order,2.46,314.8,0.92,0,1.23,2.5,309.7,0.92
10,Convolution,In-Order,2.47,322.3,0.91,0,1.24,2.4,320.1,0.93
1,Convolution,In-Order,2.45,308.9,0.93,0,1.22,2.39,314.3,0.91
2,Convolution,In-Order,2.44,309.5,0.87,0,1.22,2.38,319.9,0.87
3,Convolution,In-Order,2.54,312.9,0.9,0,1.27,2.51,315.2,0.88
4,Convolution,In-Order,2.38,295.1,0.95,0,1.19,2.38,303.8,0.95
5,Convolution,In-Order,2.58,306.1,0.87,0,1.29,2.59,304.6,0.86
6,Convolution,In-Order,2.42,307.3,0.92,0,1.21,2.48,302.2,0.92
7,Convolution,In-Order,2.45,310.3,0.91,0,1.23,2.5,318.3,0.92
8,Convolution,In-Order,2.6,312.2,0.89,0,1.3,2.6,311.2,0.89
9,Convolution,In-Order,2.57,319.9,0.93,0,1.28,2.63,306.4,0.94
10,Convolution,In-Order,2.58,308.7,0.88,0,1.29,2.56,301.8,0.87
1,Convolution,In-Order,2.52,302.4,0.9,0,1.26,2.47,300.2,0.91
2,Convolution,In-Order,2.48,318.1,0.85,0,1.24,2.47,319.1,0.85
3,Convolution,In-Order,2.45,297.4,0.91,0,1.22,2.45,282.8,0.92
4,Convolution,In-Order,2.58,315.6,0.91,0,1.29,2.57,306.3,0.92
5,Convolution,In-Order,2.57,294.0,0.9,0,1.29,2.54,295.3,0.9
6,Convolution,In-Order,2.57,296.3,0.89,0,1.29,2.52,296.5,0.89
7,Convolution,In-Order,2.47,307.3,0.9,0,1.24,2.45,309.7,0.91
8,Convolution,In-Order,2.41,311.6,0.91,0,1.21,2.4,310.2,0.9
9,Convolution,In-Order,2.54,309.7,0.91,0,1.27,2.61,304.5,0.92
10,Convolution,In-Order,2.7,316.1,0.91,0,1.35,2.71,312.2,0.91
1,Convolution,In-Order,2.41,292.7,0.9,0,1.2,2.42,299.2,0.9
2,Convolution,In-Order,2.43,322.2,0.92,0,1.22,2.45,324.9,0.91
3,Convolution,In-Order,2.6,299.2,0.87,0,1.3,2.58,288.0,0.86
4,Convolution,In-Order,2.47,304.3,0.89,0,1.24,2.46,303.2,0.88
5,Convolution,In-Order,2.62,320.8,0.92,0,1.31,2.65,326.6,0.93
6,Convolution,In-Order,2.47,302.8,0.91,0,1.23,2.54,305.0,0.92
7,Convolution,In-Order,2.61,325.6,0.88,0,1.3,2.63,314.8,0.88
8,Convolution,In-Order,2.54,301.8,0.9,0,1.27,2.43,294.7,0.9
9,Convolution,In-Order,2.51,320.4,0.88,0,1.25,2.5,329.7,0.87
10,Convolution,In-Order,2.5,309.9,0.93,0,1.25,2.47,326.9,0.92
1,Convolution,In-Order,2.49,319.6,0.9,0,1.24,2.47,338.8,0.9
2,Convolution,In-Order,2.46,307.8,0.88,0,1.23,2.48,320.5,0.88
3,Convolution,In-Order,2.36,319.1,0.9,0,1.18,2.39,322.2,0.89
4,Convolution,In-Order,2.5,295.4,0.86,0,1.25,2.51,301.4,0.84
5,Convolution,In-Order,2.42,320.2,0.93,0,1.21,2.43,294.8,0.94
6,Convolution,In-Order,2.53,310.7,0.88,0,1.26,2.56,330.9,0.88
7,Convolution,In-Order,2.5,327.1,0.9,0,1.25,2.53,317.4,0.89
8,Convolution,In-Order,2.46,314.3,0.87,0,1.23,2.41,318.4,0.87
9,Convolution,In-Order,2.62,326.9,0.87,0,1.31,2.56,317.4,0.85
10,Convolution,In-Order,2.47,301.3,0.91,0,1.23,2.4,305.4,0.9
1,Convolution,In-Order,2.43,303.9,0.87,0,1.21,2.51,308.7,0.88
2,Convolution,In-Order,2.45,321.9,0.87,0,1.23,2.46,324.8,0.86
3,Convolution,In-Order,2.56,316.0,0.89,0,1.28,2.54,304.3,0.91
4,Convolution,In-Order,2.52,314.2,0.88,0,1.26,2.51,306.3,0.87
5,Convolution,In-Order,2.41,316.6,0.89,0,1.2,2.33,314.4,0.9
6,Convolution,In-Order,2.41,325.0,0.88,0,1.21,2.39,322.1,0.89
7,Convolution,In-Order,2.54,317.5,0.9,0,1.27,2.56,304.8,0.91
8,Convolution,In-Order,2.57,308.8,0.9,0,1.29,2.52,312.0,0.9
9,Convolution,In-Order,2.44,307.3,0.87,0,1.22,2.44,315.1,0.87
10,Convolution,In-Order,2.52,297.7,0.87,0,1.26,2.54,299.5,0.88
1,Convolution,In-Order,2.49,301.3,0.86,0,1.25,2.42,301.0,0.87
2,Convolution,In-Order,2.43,306.8,0.87,0,1.21,2.39,307.3,0.86
3,Convolution,In-Order,2.46,295.6,0.87,0,1.23,2.44,292.3,0.86
4,Convolution,In-Order,2.59,301.7,0.93,0,1.3,2.59,314.2,0.92
5,Convolution,In-Order,2.45,299.0,0.89,0,1.23,2.48,298.3,0.89
6,Convolution,In-Order,2.59,293.2,0.88,0,1.3,2.57,292.1,0.87
7,Convolution,In-Order,2.63,304.4,0.88,0,1.31,2.6,318.1,0.87
8,Convolution,In-Order,2.41,305.3,0.9,0,1.2,2.43,309.4,0.89
9,Convolution,In-Order,2.65,315.3,0.9,0,1.32,2.61,324.2,0.9
10,Convolution,In-Order,2.46,297.8,0.92,0,1.23,2.45,308.8,0.91
1,Convolution,In-Order,2.52,299.0,0.9,0,1.26,2.47,317.0,0.92
2,Convolution,In-Order,2.48,306.8,0.89,0,1.24,2.47,290.9,0.88
3,Convolution,In-Order,2.64,320.2,0.9,0,1.32,2.66,328.4,0.88
4,Convolution,In-Order,2.34,302.3,0.89,0,1.17,2.35,299.2,0.88
5,Convolution,In-Order,2.45,305.6,0.87,0,1.22,2.43,298.5,0.87
6,Convolution,In-Order,2.43,311.6,0.9,0,1.22,2.5,315.5,0.91
7,Convolution,In-Order,2.43,322.2,0.91,0,1.22,2.51,329.2,0.92
8,Convolution,In-Order,2.41,324.9,0.9,0,1.2,2.35,320.7,0.91
9,Convolution,In-Order,2.46,304.0,0.9,0,1.23,2.43,311.8,0.91
10,Convolution,In-Order,2.47,292.1,0.92,0,1.23,2.37,273.8,0.94
1,Convolution,In-Order,2.69,318.7,0.88,0,1.34,2.67,333.5,0.86
2,Convolution,In-Order,2.55,308.5,0.89,0,1.27,2.5,307.0,0.89
3,Convolution,In-Order,2.5,327.3,0.85,0,1.25,2.39,319.5,0.84
4,Convolution,In-Order,2.5,316.5,0.9,0,1.25,2.5,324.1,0.89
5,Convolution,In-Order,2.51,306.0,0.88,0,1.26,2.41,315.3,0.88
6,Convolution,In-Order,2.44,327.7,0.91,0,1.22,2.41,325.4,0.89
7,Convolution,In-Order,2.59,314.6,0.9,0,1.3,2.64,317.9,0.91
8,Convolution,In-Order,2.38,311.6,0.91,0,1.19,2.44,312.6,0.91
9,Convolution,In-Order,2.53,296.2,0.89,0,1.27,2.47,287.8,0.88
10,Convolution,In-Order,2.43,322.5,0.89,0,1.22,2.45,316.5,0.88
1,Convolution,In-Order,2.44,321.2,0.88,0,1.22,2.4,321.5,0.88
2,Convolution,In-Order,2.47,325.7,0.91,0,1.23,2.48,322.8,0.9
3,Convolution,In-Order,2.6,328.0,0.91,0,1.3,2.58,317.4,0.89
4,Convolution,In-Order,2.44,296.7,0.92,0,1.22,2.41,294.9,0.91
5,Convolution,In-Order,2.54,296.5,0.89,0,1.27,2.49,303.0,0.89
6,Convolution,In-Order,2.6,299.7,0.92,0,1.3,2.63,314.3,0.93
7,Convolution,In-Order,2.56,318.0,0.84,0,1.28,2.52,305.0,0.83
8,Convolution,In-Order,2.48,299.3,0.9,0,1.24,2.44,296.8,0.91
9,Convolution,In-Order,2.58,327.5,0.9,0,1.29,2.63,314.5,0.89
10,Convolution,In-Order,2.47,319.9,0.9,0,1.24,2.43,337.2,0.89
1,Convolution,In-Order,2.4,324.4,0.9,0,1.2,2.45,311.8,0.89
2,Convolution,In-Order,2.53,309.2,0.89,0,1.26,2.56,321.1,0.89
3,Convolution,In-Order,2.54,327.3,0.93,0,1.27,2.52,329.8,0.91
4,Convolution,In-Order,2.47,327.0,0.89,0,1.24,2.48,323.0,0.9
5,Convolution,In-Order,2.5,321.6,0.9,0,1.25,2.51,321.9,0.9
6,Convolution,In-Order,2.49,314.7,0.89,0,1.24,2.48,303.4,0.89
7,Convolution,In-Order,2.45,300.3,0.92,0,1.23,2.46,305.9,0.91
8,Convolution,In-Order,2.54,303.1,0.9,0,1.27,2.44,296.2,0.9
9,Convolution,In-Order,2.46,292.4,0.9,0,1.23,2.45,285.3,0.92
10,Convolution,In-Order,2.49,315.8,0.95,0,1.25,2.49,318.1,0.96
1,Convolution,In-Order,2.51,310.0,0.88,0,1.26,2.44,308.6,0.89
2,Convolution,In-Order,2.56,306.7,0.93,0,1.28,2.55,319.6,0.93
3,Convolution,In-Order,2.38,304.2,0.96,0,1.19,2.32,305.3,0.94
4,Convolution,In-Order,2.56,299.5,0.9,0,1.28,2.52,296.8,0.89
5,Convolution,In-Order,2.55,324.8,0.89,0,1.28,2.56,316.6,0.89
6,Convolution,In-Order,2.51,320.1,0.9,0,1.25,2.47,311.6,0.92
7,Convolution,In-Order,2.49,309.8,0.86,0,1.24,2.42,299.3,0.87
8,Convolution,In-Order,2.58,292.2,0.91,0,1.29,2.59,284.2,0.9
9,Convolution,In-Order,2.52,311.4,0.91,0,1.26,2.54,307.5,0.9
10,Convolution,In-Order,2.75,318.0,0.88,0,1.37,2.78,324.0,0.9
1,Convolution,In-Order,2.6,303.7,0.91,0,1.3,2.64,305.4,0.89
2,Convolution,In-Order,2.39,306.5,0.9,0,1.19,2.41,309.0,0.9
3,Convolution,In-Order,2.56,323.1,0.91,0,1.28,2.55,324.6,0.89
4,Convolution,In-Order,2.46,318.5,0.92,0,1.23,2.46,313.5,0.92
5,Convolution,In-Order,2.53,324.2,0.92,0,1.26,2.61,331.9,0.91
6,Convolution,In-Order,2.65,323.7,0.9,0,1.32,2.65,314.6,0.89
7,Convolution,In-Order,2.29,321.4,0.94,0,1.15,2.29,325.9,0.95
8,Convolution,In-Order,2.53,305.9,0.9,0,1.27,2.51,311.1,0.9
9,Convolution,In-Order,2.44,309.7,0.92,0,1.22,2.38,317.2,0.92
10,Convolution,In-Order,2.47,308.2,0.92,0,1.23,2.4,307.7,0.91
1,Convolution,In-Order,2.48,317.9,0.93,0,1.24,2.49,333.3,0.93
2,Convolution,In-Order,2.39,312.9,0.91,0,1.19,2.36,309.8,0.9
3,Convolution,In-Order,2.45,318.5,0.91,0,1.23,2.49,320.1,0.93
4,Convolution,In-Order,2.44,307.8,0.89,0,1.22,2.42,303.4,0.89
5,Convolution,In-Order,2.65,311.2,0.89,0,1.33,2.68,305.8,0.88
6,Convolution,In-Order,2.47,315.2,0.9,0,1.24,2.48,311.8,0.91
7,Convolution,In-Order,2.55,306.9,0.88,0,1.28,2.56,303.5,0.88
8,Convolution,In-Order,2.51,308.1,0.92,0,1.26,2.52,310.5,0.92
9,Convolution,In-Order,2.46,317.0,0.89,0,1.23,2.45,326.3,0.9
10,Convolution,In-Order,2.55,294.3,0.89,0,1.28,2.6,285.8,0.89
1,Convolution,In-Order,2.57,325.9,0.91,0,1.28,2.55,328.1,0.89
2,Convolution,In-Order,2.59,297.6,0.9,0,1.29,2.56,280.4,0.89
3,Convolution,In-Order,2.62,311.3,0.89,0,1.31,2.66,319.4,0.89
4,Convolution,In-Order,2.56,326.4,0.89,0,1.28,2.53,332.7,0.89
5,Convolution,In-Order,2.57,310.0,0.93,0,1.28,2.58,301.9,0.93
6,Convolution,In-Order,2.53,312.3,0.91,0,1.27,2.56,302.6,0.92
7,Convolution,In-Order,2.59,306.0,0.92,0,1.29,2.63,304.1,0.92
8,Convolution,In-Order,2.51,317.9,0.91,0,1.26,2.57,314.4,0.91
9,Convolution,In-Order,2.6,305.8,0.93,0,1.3,2.63,304.7,0.92
10,Convolution,In-Order,2.43,323.7,0.87,0,1.22,2.48,320.9,0.86
1,Convolution,In-Order,2.42,325.7,0.89,0,1.21,2.36,322.6,0.9
2,Convolution,In-Order,2.53,323.2,0.88,0,1.26,2.5,328.7,0.87
3,Convolution,In-Order,2.53,310.2,0.91,0,1.27,2.48,326.4,0.89
4,Convolution,In-Order,2.54,323.8,0.86,0,1.27,2.48,322.9,0.86
5,Convolution,In-Order,2.42,315.2,0.95,0,1.21,2.47,301.5,0.95
6,Convolution,In-Order,2.59,319.6,0.9,0,1.29,2.62,315.5,0.9
7,Convolution,In-Order,2.45,322.3,0.94,0,1.22,2.37,307.7,0.96
8,Convolution,In-Order,2.38,297.0,0.92,0,1.19,2.35,299.1,0.93
9,Convolution,In-Order,2.55,327.6,0.9,0,1.27,2.5,324.1,0.89
10,Convolution,In-Order,2.55,298.4,0.92,0,1.28,2.58,302.9,0.92
1,Convolution,In-Order,2.51,323.7,0.91,0,1.25,2.41,336.9,0.91
2,Convolution,In-Order,2.47,316.9,0.9,0,1.23,2.49,329.4,0.9
3,Convolution,In-Order,2.51,320.3,0.92,0,1.25,2.5,331.0,0.92
