Iteration,Algorithm,Core Type,IPC,Memory Usage (MB),Cache Hit Rate,Action,Reward,Next IPC,Next Memory Usage (MB),Next Cache Hit Rate
10,FFT,In-Order,1.25,338.1,0.84,0,0.62,1.24,337.3,0.84
1,FFT,In-Order,1.2,328.1,0.85,0,0.6,1.16,322.9,0.85
2,FFT,In-Order,1.12,324.0,0.84,0,0.56,1.14,313.6,0.84
3,FFT,In-Order,1.31,322.9,0.83,0,0.65,1.35,320.0,0.84
4,FFT,In-Order,1.23,321.4,0.86,0,0.61,1.27,320.2,0.85
5,FFT,In-Order,1.16,321.2,0.85,0,0.58,1.17,317.8,0.85
6,FFT,In-Order,1.21,326.5,0.85,0,0.6,1.23,328.3,0.85
7,FFT,In-Order,1.25,320.4,0.85,0,0.62,1.24,313.7,0.86
8,FFT,In-Order,1.22,342.2,0.84,0,0.61,1.21,344.4,0.85
9,FFT,In-Order,1.2,326.8,0.84,0,0.6,1.2,334.6,0.83
10,FFT,In-Order,1.29,321.6,0.84,0,0.64,1.31,322.2,0.83
1,FFT,In-Order,1.24,320.6,0.84,0,0.62,1.21,325.2,0.84
2,FFT,In-Order,1.16,324.7,0.85,0,0.58,1.17,322.5,0.85
3,FFT,In-Order,1.22,323.9,0.85,0,0.61,1.21,322.1,0.85
4,FFT,In-Order,1.27,322.3,0.85,0,0.63,1.26,316.7,0.85
5,FFT,In-Order,1.27,320.5,0.85,0,0.63,1.28,316.2,0.84
6,FFT,In-Order,1.12,327.6,0.84,0,0.56,1.05,320.2,0.84
7,FFT,In-Order,1.21,322.9,0.85,0,0.6,1.22,320.4,0.85
8,FFT,In-Order,1.27,321.8,0.84,0,0.64,1.29,325.7,0.83
9,FFT,In-Order,1.16,321.4,0.85,0,0.58,1.16,325.1,0.85
10,FFT,In-Order,1.18,322.5,0.84,0,0.59,1.17,315.0,0.83
1,FFT,In-Order,1.14,324.3,0.86,0,0.57,1.16,323.6,0.87
2,FFT,In-Order,1.14,321.5,0.84,0,0.57,1.13,324.1,0.84
3,FFT,In-Order,1.2,322.4,0.85,0,0.6,1.27,323.9,0.84
4,FFT,In-Order,1.15,326.6,0.85,0,0.57,1.16,330.1,0.84
5,FFT,In-Order,1.16,324.4,0.85,0,0.58,1.12,325.1,0.85
6,FFT,In-Order,1.19,324.5,0.85,0,0.59,1.17,329.3,0.85
7,FFT,In-Order,1.15,326.2,0.85,0,0.57,1.11,321.6,0.85
8,FFT,In-Order,1.23,324.5,0.86,0,0.62,1.23,330.8,0.86
9,FFT,In-Order,1.14,324.7,0.86,0,0.57,1.11,331.2,0.87
10,FFT,In-Order,1.33,326.8,0.82,0,0.66,1.34,325.0,0.82
1,FFT,In-Order,1.18,324.4,0.86,0,0.59,1.18,330.3,0.86
2,FFT,In-Order,1.2,325.9,0.86,0,0.6,1.21,333.6,0.86
3,FFT,In-Order,1.17,326.2,0.86,0,0.58,1.15,323.7,0.85
4,FFT,In-Order,1.11,323.6,0.83,0,0.56,1.11,324.0,0.83
5,FFT,In-Order,1.12,330.1,0.84,0,0.56,1.14,332.2,0.84
6,FFT,In-Order,1.2,326.0,0.85,0,0.6,1.16,325.4,0.85
7,FFT,In-Order,1.23,328.1,0.86,0,0.62,1.27,326.4,0.87
8,FFT,In-Order,1.2,323.3,0.86,0,0.6,1.19,324.4,0.87
9,FFT,In-Order,1.19,337.2,0.84,0,0.6,1.21,340.2,0.84
10,FFT,In-Order,1.17,325.2,0.85,0,0.59,1.2,322.2,0.85
1,FFT,In-Order,1.21,320.3,0.83,0,0.61,1.22,318.2,0.83
2,FFT,In-Order,1.17,323.0,0.87,0,0.59,1.18,330.2,0.86
3,FFT,In-Order,1.16,320.8,0.85,0,0.58,1.11,314.6,0.86
4,FFT,In-Order,1.28,322.5,0.84,0,0.64,1.26,313.6,0.85
5,FFT,In-Order,1.14,325.4,0.85,0,0.57,1.12,328.7,0.85
6,FFT,In-Order,1.2,322.0,0.84,0,0.6,1.2,318.1,0.84
7,FFT,In-Order,1.23,324.5,0.86,0,0.62,1.26,323.7,0.86
8,FFT,In-Order,1.23,333.4,0.86,0,0.62,1.29,326.2,0.86
9,FFT,In-Order,1.08,323.0,0.85,0,0.54,1.05,322.3,0.86
10,FFT,In-Order,1.22,320.8,0.83,0,0.61,1.23,318.8,0.83
1,FFT,In-Order,1.16,321.1,0.85,0,0.58,1.15,321.8,0.84
2,FFT,In-Order,1.12,320.1,0.84,0,0.56,1.17,315.8,0.84
3,FFT,In-Order,1.15,321.0,0.87,0,0.58,1.17,330.0,0.87
4,FFT,In-Order,1.25,320.6,0.84,0,0.63,1.3,314.3,0.85
5,FFT,In-Order,1.19,336.4,0.85,0,0.6,1.19,338.8,0.85
6,FFT,In-Order,1.12,323.7,0.84,0,0.56,1.1,317.4,0.84
7,FFT,In-Order,1.22,320.4,0.86,0,0.61,1.25,326.9,0.86
8,FFT,In-Order,1.2,333.5,0.86,0,0.6,1.22,333.6,0.85
9,FFT,In-Order,1.17,328.3,0.84,0,0.58,1.16,322.8,0.84
10,FFT,In-Order,1.21,321.9,0.83,0,0.61,1.19,324.3,0.83
1,FFT,In-Order,1.19,321.0,0.85,0,0.59,1.22,325.7,0.85
2,FFT,In-Order,1.26,321.5,0.86,0,0.63,1.25,310.4,0.85
3,FFT,In-Order,1.19,323.9,0.84,0,0.59,1.19,321.9,0.84
4,FFT,In-Order,1.25,325.0,0.86,0,0.63,1.26,315.2,0.87
5,FFT,In-Order,1.25,324.4,0.85,0,0.63,1.28,327.4,0.84
6,FFT,In-Order,1.28,323.6,0.85,0,0.64,1.31,319.6,0.84
7,FFT,In-Order,1.15,322.6,0.87,0,0.57,1.14,323.6,0.87
8,FFT,In-Order,1.22,328.8,0.86,0,0.61,1.23,343.5,0.85
9,FFT,In-Order,1.11,322.5,0.85,0,0.56,1.08,318.5,0.85
10,FFT,In-Order,1.18,320.4,0.84,0,0.59,1.19,317.8,0.84
1,FFT,In-Order,1.24,330.8,0.84,0,0.62,1.24,323.3,0.85
2,FFT,In-Order,1.2,327.2,0.87,0,0.6,1.2,331.3,0.87
3,FFT,In-Order,1.21,323.8,0.87,0,0.61,1.22,313.0,0.86
4,FFT,In-Order,1.29,326.3,0.85,0,0.65,1.29,315.2,0.84
5,FFT,In-Order,1.15,325.1,0.86,0,0.57,1.14,330.1,0.86
6,FFT,In-Order,1.18,335.0,0.86,0,0.59,1.18,335.3,0.86
7,FFT,In-Order,1.23,321.7,0.85,0,0.62,1.26,327.7,0.84
8,FFT,In-Order,1.17,328.3,0.85,0,0.58,1.2,336.0,0.86
9,FFT,In-Order,1.19,321.6,0.86,0,0.59,1.19,313.1,0.85
10,FFT,In-Order,1.11,320.5,0.84,0,0.56,1.13,318.6,0.83
1,FFT,In-Order,1.22,322.3,0.84,0,0.61,1.26,310.7,0.83
2,FFT,In-Order,1.18,330.6,0.83,0,0.59,1.14,330.6,0.83
3,FFT,In-Order,1.3,326.1,0.87,0,0.65,1.29,322.5,0.87
4,FFT,In-Order,1.14,321.2,0.85,0,0.57,1.13,323.4,0.84
5,FFT,In-Order,1.14,320.0,0.85,0,0.57,1.13,322.4,0.84
6,FFT,In-Order,1.25,324.4,0.84,0,0.63,1.25,321.2,0.84
7,FFT,In-Order,1.29,321.5,0.84,0,0.65,1.29,320.0,0.84
8,FFT,In-Order,1.21,324.5,0.88,0,0.6,1.18,318.8,0.87
9,FFT,In-Order,1.2,326.8,0.83,0,0.6,1.18,326.8,0.84
10,FFT,In-Order,1.23,321.7,0.84,0,0.62,1.28,331.4,0.84
1,FFT,In-Order,1.2,321.9,0.86,0,0.6,1.18,325.4,0.87
2,FFT,In-Order,1.18,326.4,0.84,0,0.59,1.17,319.7,0.83
3,FFT,In-Order,1.23,321.5,0.84,0,0.61,1.17,317.0,0.84
4,FFT,In-Order,1.21,320.4,0.85,0,0.61,1.19,313.0,0.86
5,FFT,In-Order,1.17,323.6,0.85,0,0.58,1.14,323.7,0.85
6,FFT,In-Order,1.16,321.1,0.84,0,0.58,1.14,317.5,0.84
7,FFT,In-Order,1.2,320.1,0.84,0,0.6,1.2,330.3,0.84
8,FFT,In-Order,1.23,320.7,0.84,0,0.61,1.22,316.4,0.83
9,FFT,In-Order,1.09,334.8,0.86,0,0.55,1.11,331.1,0.86
10,FFT,In-Order,1.18,329.8,0.86,0,0.59,1.15,324.3,0.87
1,FFT,In-Order,1.29,320.5,0.85,0,0.64,1.31,322.0,0.85
2,FFT,In-Order,1.29,322.6,0.85,0,0.64,1.26,322.2,0.84
3,FFT,In-Order,1.16,323.3,0.86,0,0.58,1.15,329.0,0.86
4,FFT,In-Order,1.18,322.6,0.85,0,0.59,1.21,329.1,0.85
5,FFT,In-Order,1.11,324.3,0.86,0,0.56,1.09,323.1,0.87
6,FFT,In-Order,1.13,322.0,0.84,0,0.57,1.12,317.0,0.83
7,FFT,In-Order,1.2,334.4,0.87,0,0.6,1.2,331.4,0.87
8,FFT,In-Order,1.21,320.3,0.86,0,0.6,1.21,322.7,0.86
9,FFT,In-Order,1.21,322.9,0.86,0,0.6,1.2,322.7,0.85
10,FFT,In-Order,1.3,320.7,0.87,0,0.65,1.33,327.4,0.87
1,FFT,In-Order,1.22,320.1,0.86,0,0.61,1.2,328.6,0.87
2,FFT,In-Order,1.24,322.2,0.85,0,0.62,1.23,315.9,0.84
3,FFT,In-Order,1.13,320.2,0.87,0,0.56,1.15,317.3,0.88
4,FFT,In-Order,1.25,326.0,0.84,0,0.62,1.24,329.8,0.84
5,FFT,In-Order,1.2,320.0,0.85,0,0.6,1.19,315.9,0.85
6,FFT,In-Order,1.21,334.4,0.86,0,0.6,1.2,337.9,0.86
7,FFT,In-Order,1.28,325.1,0.86,0,0.64,1.3,335.5,0.87
8,FFT,In-Order,1.22,321.2,0.85,0,0.61,1.19,327.7,0.85
9,FFT,In-Order,1.3,323.7,0.83,0,0.65,1.31,321.6,0.83
10,FFT,In-Order,1.22,324.5,0.84,0,0.61,1.22,317.7,0.84
1,FFT,In-Order,1.23,324.7,0.84,0,0.61,1.21,325.9,0.84
2,FFT,In-Order,1.24,321.9,0.83,0,0.62,1.22,325.7,0.83
3,FFT,In-Order,1.22,321.6,0.83,0,0.61,1.18,325.5,0.84
4,FFT,In-Order,1.13,329.5,0.86,0,0.57,1.14,330.3,0.85
5,FFT,In-Order,1.19,324.1,0.85,0,0.59,1.21,332.7,0.85
6,FFT,In-Order,1.28,320.3,0.85,0,0.64,1.26,318.4,0.85
7,FFT,In-Order,1.28,322.0,0.83,0,0.64,1.3,328.7,0.84
8,FFT,In-Order,1.16,325.2,0.86,0,0.58,1.21,328.0,0.86
9,FFT,In-Order,1.22,321.5,0.86,0,0.61,1.2,315.9,0.85
10,FFT,In-Order,1.19,323.6,0.85,0,0.59,1.21,321.2,0.86
1,FFT,In-Order,1.13,321.8,0.86,0,0.56,1.13,335.4,0.85
2,FFT,In-Order,1.23,322.3,0.85,0,0.62,1.23,322.8,0.85
3,FFT,In-Order,1.23,323.3,0.85,0,0.62,1.24,313.7,0.85
4,FFT,In-Order,1.1,320.6,0.86,0,0.55,1.08,325.9,0.86
5,FFT,In-Order,1.29,320.6,0.85,0,0.64,1.3,324.0,0.84
6,FFT,In-Order,1.18,321.9,0.85,0,0.59,1.18,328.6,0.84
7,FFT,In-Order,1.2,328.5,0.86,0,0.6,1.19,328.8,0.86
8,FFT,In-Order,1.11,335.0,0.85,0,0.56,1.12,331.8,0.84
9,FFT,In-Order,1.17,323.5,0.86,0,0.59,1.13,322.3,0.86
10,FFT,In-Order,1.2,320.7,0.85,0,0.6,1.21,323.7,0.84
1,FFT,In-Order,1.27,327.7,0.84,0,0.63,1.29,332.3,0.84
2,FFT,In-Order,1.14,323.2,0.86,0,0.57,1.13,318.9,0.86
3,FFT,In-Order,1.21,321.3,0.85,0,0.61,1.18,331.2,0.85
4,FFT,In-Order,1.16,326.1,0.86,0,0.58,1.16,323.6,0.86
5,FFT,In-Order,1.19,324.3,0.86,0,0.6,1.18,329.6,0.85
6,FFT,In-Order,1.22,321.7,0.85,0,0.61,1.21,325.4,0.85
7,FFT,In-Order,1.2,323.9,0.86,0,0.6,1.15,321.7,0.87
8,FFT,In-Order,1.17,341.3,0.85,0,0.59,1.2,345.1,0.85
9,FFT,In-Order,1.22,322.7,0.85,0,0.61,1.26,326.5,0.85
10,FFT,In-Order,1.28,321.6,0.85,0,0.64,1.32,315.2,0.86
1,FFT,In-Order,1.32,322.6,0.85,0,0.66,1.36,323.0,0.84
2,FFT,In-Order,1.15,322.6,0.86,0,0.57,1.09,321.6,0.88
3,FFT,In-Order,1.2,320.9,0.84,0,0.6,1.24,326.3,0.84
4,FFT,In-Order,1.19,325.1,0.84,0,0.6,1.22,323.8,0.85
5,FFT,In-Order,1.15,321.6,0.84,0,0.58,1.15,319.8,0.84
6,FFT,In-Order,1.17,328.0,0.85,0,0.58,1.17,318.4,0.84
7,FFT,In-Order,1.22,326.1,0.84,0,0.61,1.24,330.7,0.84
8,FFT,In-Order,1.22,320.5,0.86,0,0.61,1.27,320.1,0.86
9,FFT,In-Order,1.17,333.5,0.87,0,0.59,1.17,329.4,0.88
10,FFT,In-Order,1.23,324.4,0.85,0,0.62,1.22,328.7,0.85
1,FFT,In-Order,1.21,323.8,0.84,0,0.6,1.22,322.4,0.84
2,FFT,In-Order,1.24,331.1,0.86,0,0.62,1.22,325.8,0.86
3,FFT,In-Order,1.2,326.6,0.86,0,0.6,1.19,326.5,0.86
4,FFT,In-Order,1.15,325.9,0.86,0,0.58,1.13,331.2,0.87
5,FFT,In-Order,1.24,323.4,0.85,0,0.62,1.21,322.2,0.85
6,FFT,In-Order,1.2,325.0,0.84,0,0.6,1.17,321.4,0.85
7,FFT,In-Order,1.17,327.5,0.84,0,0.58,1.16,322.1,0.85
8,FFT,In-Order,1.2,325.0,0.84,0,0.6,1.18,322.8,0.84
9,FFT,In-Order,1.21,325.4,0.83,0,0.61,1.25,321.5,0.82
10,FFT,In-Order,1.15,323.9,0.86,0,0.58,1.15,321.6,0.86
1,FFT,In-Order,1.22,324.7,0.86,0,0.61,1.21,330.8,0.86
2,FFT,In-Order,1.12,324.0,0.87,0,0.56,1.16,325.2,0.88
3,FFT,In-Order,1.2,329.4,0.83,0,0.6,1.24,329.5,0.83
4,FFT,In-Order,1.17,326.6,0.85,0,0.58,1.14,322.5,0.84
5,FFT,In-Order,1.15,324.1,0.86,0,0.58,1.19,317.7,0.86
6,FFT,In-Order,1.23,330.8,0.84,0,0.62,1.28,327.0,0.84
7,FFT,In-Order,1.25,325.9,0.84,0,0.63,1.24,333.6,0.84
8,FFT,In-Order,1.27,321.2,0.85,0,0.64,1.28,319.2,0.84
9,FFT,In-Order,1.22,329.3,0.87,0,0.61,1.23,333.8,0.87
10,FFT,In-Order,1.18,321.1,0.85,0,0.59,1.19,323.3,0.85
1,FFT,In-Order,1.26,322.7,0.85,0,0.63,1.25,318.3,0.87
2,FFT,In-Order,1.23,328.2,0.85,0,0.61,1.26,325.0,0.86
3,FFT,In-Order,1.19,325.9,0.85,0,0.6,1.22,324.8,0.85
4,FFT,In-Order,1.11,322.4,0.86,0,0.56,1.12,321.2,0.86
5,FFT,In-Order,1.31,334.9,0.83,0,0.66,1.3,342.1,0.83
6,FFT,In-Order,1.05,320.1,0.84,0,0.52,1.07,311.1,0.84
7,FFT,In-Order,1.18,321.3,0.84,0,0.59,1.15,322.1,0.83
8,FFT,In-Order,1.2,325.6,0.85,0,0.6,1.21,321.7,0.85
9,FFT,In-Order,1.12,323.7,0.86,0,0.56,1.14,323.9,0.87
10,FFT,In-Order,1.27,322.6,0.86,0,0.63,1.25,328.8,0.86
1,FFT,In-Order,1.18,326.0,0.85,0,0.59,1.15,320.8,0.86
2,FFT,In-Order,1.15,321.3,0.84,0,0.58,1.12,318.3,0.84
3,FFT,In-Order,1.14,323.0,0.84,0,0.57,1.12,324.8,0.84
4,FFT,In-Order,1.19,321.5,0.86,0,0.59,1.18,315.3,0.87
5,FFT,In-Order,1.2,328.4,0.87,0,0.6,1.2,332.9,0.86
6,FFT,In-Order,1.09,325.9,0.85,0,0.55,1.1,323.1,0.85
7,FFT,In-Order,1.18,324.8,0.84,0,0.59,1.18,313.4,0.84
8,FFT,In-Order,1.18,321.0,0.84,0,0.59,1.23,307.1,0.84
9,FFT,In-Order,1.29,324.1,0.85,0,0.64,1.28,327.3,0.85
10,FFT,In-Order,1.2,324.7,0.84,0,0.6,1.18,333.4,0.85
1,FFT,In-Order,1.21,324.9,0.85,0,0.61,1.21,318.1,0.85
2,FFT,In-Order,1.29,322.5,0.86,0,0.64,1.25,323.4,0.86
3,FFT,In-Order,1.2,331.1,0.84,0,0.6,1.19,334.0,0.84
4,FFT,In-Order,1.26,322.9,0.86,0,0.63,1.27,323.3,0.86
5,FFT,In-Order,1.17,322.1,0.84,0,0.59,1.12,320.2,0.84
6,FFT,In-Order,1.17,335.4,0.86,0,0.59,1.21,340.7,0.86
7,FFT,In-Order,1.2,326.0,0.84,0,0.6,1.23,327.5,0.84
8,FFT,In-Order,1.18,323.8,0.83,0,0.59,1.15,328.1,0.84
9,FFT,In-Order,1.27,322.6,0.85,0,0.63,1.26,319.9,0.86
10,FFT,In-Order,1.15,326.8,0.85,0,0.58,1.11,325.0,0.85
1,FFT,In-Order,1.26,323.6,0.84,0,0.63,1.27,320.6,0.84
2,FFT,In-Order,1.17,322.4,0.83,0,0.58,1.17,319.5,0.82
3,FFT,In-Order,1.26,328.4,0.86,0,0.63,1.22,328.2,0.86
4,FFT,In-Order,1.25,321.4,0.85,0,0.63,1.26,317.2,0.86
5,FFT,In-Order,1.16,322.5,0.85,0,0.58,1.15,329.6,0.85
6,FFT,In-Order,1.12,330.3,0.85,0,0.56,1.1,332.7,0.84
7,FFT,In-Order,1.22,321.7,0.84,0,0.61,1.21,320.0,0.84
8,FFT,In-Order,1.18,323.5,0.84,0,0.59,1.17,331.0,0.84
9,FFT,In-Order,1.21,324.5,0.86,0,0.6,1.19,319.9,0.86
10,FFT,In-Order,1.17,321.3,0.88,0,0.58,1.19,326.8,0.88
1,FFT,In-Order,1.12,321.5,0.85,0,0.56,1.14,316.7,0.85
2,FFT,In-Order,1.27,326.0,0.84,0,0.64,1.26,333.2,0.83
3,FFT,In-Order,1.1,323.5,0.85,0,0.55,1.1,330.0,0.84
4,FFT,In-Order,1.18,321.8,0.86,0,0.59,1.17,321.5,0.86
5,FFT,In-Order,1.25,322.8,0.85,0,0.63,1.22,324.3,0.85
6,FFT,In-Order,1.28,328.3,0.84,0,0.64,1.3,332.7,0.85
7,FFT,In-Order,1.15,320.0,0.85,0,0.57,1.1,316.6,0.84
8,FFT,In-Order,1.21,329.8,0.84,0,0.61,1.19,328.7,0.82
9,FFT,In-Order,1.16,320.9,0.84,0,0.58,1.19,324.7,0.85
10,FFT,In-Order,1.18,326.7,0.85,0,0.59,1.2,325.5,0.84
1,FFT,In-Order,1.22,323.2,0.84,0,0.61,1.24,327.2,0.85
2,FFT,In-Order,1.25,320.1,0.86,0,0.62,1.21,322.3,0.86
3,FFT,In-Order,1.24,327.9,0.84,0,0.62,1.24,330.6,0.84
4,FFT,In-Order,1.15,327.3,0.84,0,0.58,1.13,329.0,0.84
5,FFT,In-Order,1.19,325.0,0.85,0,0.59,1.2,321.7,0.85
6,FFT,In-Order,1.17,322.7,0.85,0,0.59,1.21,323.6,0.85
7,FFT,In-Order,1.28,322.3,0.84,0,0.64,1.32,318.0,0.84
8,FFT,In-Order,1.24,327.3,0.85,0,0.62,1.24,327.9,0.84
9,FFT,In-Order,1.34,333.0,0.86,0,0.67,1.31,342.0,0.85
10,FFT,In-Order,1.19,325.6,0.86,0,0.59,1.19,329.3,0.87
1,FFT,In-Order,1.2,320.6,0.85,0,0.6,1.19,324.1,0.86
2,FFT,In-Order,1.28,323.1,0.84,0,0.64,1.25,329.7,0.84
3,FFT,In-Order,1.15,323.4,0.86,0,0.57,1.15,330.7,0.86
4,FFT,In-Order,1.21,325.4,0.86,0,0.61,1.21,324.0,0.86
5,FFT,In-Order,1.24,329.8,0.86,0,0.62,1.22,331.5,0.86
6,FFT,In-Order,1.19,322.3,0.85,0,0.59,1.25,323.3,0.85
7,FFT,In-Order,1.21,329.9,0.84,0,0.6,1.18,329.8,0.83
8,FFT,In-Order,1.23,320.8,0.85,0,0.62,1.26,314.1,0.85
9,FFT,In-Order,1.21,321.5,0.83,0,0.6,1.22,314.9,0.84
10,FFT,In-Order,1.16,324.0,0.87,0,0.58,1.11,326.9,0.87
1,FFT,In-Order,1.21,331.1,0.85,0,0.6,1.19,333.6,0.85
2,FFT,In-Order,1.15,320.4,0.86,0,0.58,1.17,318.0,0.86
3,FFT,In-Order,1.25,328.9,0.86,0,0.62,1.22,327.1,0.87
4,FFT,In-Order,1.21,322.5,0.86,0,0.6,1.2,323.6,0.85
5,FFT,In-Order,1.24,320.7,0.85,0,0.62,1.19,318.2,0.85
6,FFT,In-Order,1.25,324.8,0.84,0,0.62,1.25,321.5,0.84
7,FFT,In-Order,1.3,330.4,0.85,0,0.65,1.27,335.2,0.84
8,FFT,In-Order,1.14,321.6,0.82,0,0.57,1.15,331.8,0.82
9,FFT,In-Order,1.13,320.9,0.84,0,0.56,1.16,316.9,0.85
10,FFT,In-Order,1.26,321.3,0.87,0,0.63,1.31,335.7,0.86
1,FFT,In-Order,1.34,326.3,0.85,0,0.67,1.35,324.0,0.85
2,FFT,In-Order,1.17,321.0,0.86,0,0.58,1.16,321.7,0.87
3,FFT,In-Order,1.26,321.9,0.83,0,0.63,1.21,325.0,0.83
4,FFT,In-Order,1.27,322.0,0.86,0,0.63,1.26,315.3,0.86
5,FFT,In-Order,1.13,321.0,0.84,0,0.56,1.11,333.0,0.85
6,FFT,In-Order,1.23,327.1,0.85,0,0.62,1.25,326.1,0.86
7,FFT,In-Order,1.18,320.0,0.85,0,0.59,1.17,318.8,0.85
8,FFT,In-Order,1.17,320.1,0.84,0,0.59,1.18,326.7,0.85
9,FFT,In-Order,1.14,331.2,0.86,0,0.57,1.15,322.5,0.86
10,FFT,In-Order,1.17,324.1,0.86,0,0.59,1.21,323.2,0.86
1,FFT,In-Order,1.19,323.7,0.86,0,0.6,1.12,317.8,0.86
2,FFT,In-Order,1.28,321.9,0.84,0,0.64,1.29,324.0,0.83
3,FFT,In-Order,1.26,323.5,0.86,0,0.63,1.27,329.3,0.85
4,FFT,In-Order,1.17,322.9,0.86,0,0.58,1.22,322.7,0.87
5,FFT,In-Order,1.2,326.3,0.85,0,0.6,1.24,323.9,0.84
6,FFT,In-Order,1.17,320.9,0.86,0,0.58,1.16,318.9,0.87
7,FFT,In-Order,1.28,321.4,0.86,0,0.64,1.28,321.6,0.86
8,FFT,In-Order,1.15,321.3,0.85,0,0.57,1.11,316.6,0.85
9,FFT,In-Order,1.2,320.5,0.87,0,0.6,1.18,321.6,0.87
10,FFT,In-Order,1.19,326.3,0.86,0,0.59,1.18,334.5,0.87
1,FFT,In-Order,1.16,320.2,0.87,0,0.58,1.19,329.8,0.87
2,FFT,In-Order,1.2,323.2,0.85,0,0.6,1.22,329.6,0.85
3,FFT,In-Order,1.21,329.8,0.86,0,0.6,1.23,328.5,0.86
4,FFT,In-Order,1.15,320.3,0.85,0,0.58,1.19,316.6,0.84
5,FFT,In-Order,1.31,323.2,0.86,0,0.65,1.32,322.2,0.86
6,FFT,In-Order,1.15,322.1,0.82,0,0.57,1.15,316.4,0.82
7,FFT,In-Order,1.12,321.0,0.85,0,0.56,1.17,315.5,0.86
8,FFT,In-Order,1.26,323.2,0.83,0,0.63,1.22,322.8,0.85
9,FFT,In-Order,1.19,325.0,0.85,0,0.59,1.18,326.8,0.85
10,FFT,In-Order,1.22,327.2,0.84,0,0.61,1.2,320.7,0.84
1,FFT,In-Order,1.15,320.9,0.84,0,0.57,1.16,317.7,0.84
2,FFT,In-Order,1.2,322.0,0.85,0,0.6,1.18,322.5,0.85
3,FFT,In-Order,1.12,323.9,0.86,0,0.56,1.13,320.8,0.87
4,FFT,In-Order,1.22,327.8,0.84,0,0.61,1.2,317.5,0.84
5,FFT,In-Order,1.2,328.0,0.86,0,0.6,1.23,330.2,0.87
6,FFT,In-Order,1.18,321.6,0.84,0,0.59,1.18,311.7,0.83
7,FFT,In-Order,1.22,340.7,0.84,0,0.61,1.24,340.0,0.84
8,FFT,In-Order,1.19,323.5,0.86,0,0.6,1.22,325.7,0.86
9,FFT,In-Order,1.08,321.9,0.84,0,0.54,1.03,317.3,0.84
10,FFT,In-Order,1.2,320.5,0.85,0,0.6,1.22,326.0,0.85
1,FFT,In-Order,1.15,322.6,0.83,0,0.58,1.17,321.7,0.83
2,FFT,In-Order,1.15,320.5,0.84,0,0.58,1.16,319.4,0.84
3,FFT,In-Order,1.26,323.3,0.84,0,0.63,1.25,322.6,0.84
4,FFT,In-Order,1.21,350.9,0.86,0,0.6,1.19,350.0,0.86
5,FFT,In-Order,1.19,338.7,0.86,0,0.59,1.19,337.7,0.85
6,FFT,In-Order,1.33,321.3,0.84,0,0.67,1.35,313.2,0.84
7,FFT,In-Order,1.17,322.7,0.84,0,0.58,1.17,314.8,0.84
8,FFT,In-Order,1.23,324.3,0.85,0,0.62,1.22,326.7,0.85
9,FFT,In-Order,1.17,322.2,0.83,0,0.59,1.15,323.2,0.84
10,FFT,In-Order,1.21,322.9,0.86,0,0.61,1.21,314.0,0.87
1,FFT,In-Order,1.29,320.6,0.86,0,0.64,1.28,326.9,0.85
2,FFT,In-Order,1.19,325.0,0.85,0,0.59,1.22,333.0,0.85
3,FFT,In-Order,1.24,323.5,0.85,0,0.62,1.24,323.5,0.84
4,FFT,In-Order,1.2,323.6,0.86,0,0.6,1.21,327.0,0.86
5,FFT,In-Order,1.23,331.2,0.85,0,0.62,1.22,329.9,0.86
6,FFT,In-Order,1.23,323.9,0.87,0,0.61,1.23,304.8,0.88
7,FFT,In-Order,1.17,320.9,0.84,0,0.59,1.16,317.3,0.85
8,FFT,In-Order,1.27,320.8,0.86,0,0.64,1.29,316.9,0.85
9,FFT,In-Order,1.17,322.7,0.85,0,0.59,1.14,324.0,0.86
10,FFT,In-Order,1.14,322.0,0.86,0,0.57,1.16,326.6,0.85
1,FFT,In-Order,1.18,331.9,0.87,0,0.59,1.14,327.5,0.86
2,FFT,In-Order,1.2,322.1,0.86,0,0.6,1.22,326.7,0.86
3,FFT,In-Order,1.28,323.2,0.84,0,0.64,1.24,321.9,0.84
4,FFT,In-Order,1.2,323.7,0.88,0,0.6,1.21,321.7,0.88
5,FFT,In-Order,1.11,328.0,0.84,0,0.55,1.17,332.4,0.84
6,FFT,In-Order,1.22,320.7,0.84,0,0.61,1.26,319.8,0.84
7,FFT,In-Order,1.09,321.4,0.85,0,0.54,1.12,325.2,0.85
8,FFT,In-Order,1.23,321.9,0.84,0,0.61,1.22,316.3,0.85
9,FFT,In-Order,1.32,321.8,0.86,0,0.66,1.35,318.6,0.85
10,FFT,In-Order,1.09,323.6,0.84,0,0.54,1.11,324.4,0.83
1,FFT,In-Order,1.17,325.2,0.83,0,0.58,1.23,324.6,0.84
2,FFT,In-Order,1.22,326.1,0.87,0,0.61,1.22,325.2,0.87
3,FFT,In-Order,1.27,324.4,0.85,0,0.64,1.28,321.4,0.84
4,FFT,In-Order,1.16,320.5,0.84,0,0.58,1.23,321.7,0.84
5,FFT,In-Order,1.24,331.8,0.86,0,0.62,1.26,331.2,0.86
6,FFT,In-Order,1.24,320.9,0.83,0,0.62,1.2,329.9,0.84
7,FFT,In-Order,1.2,320.6,0.87,0,0.6,1.19,324.6,0.87
8,FFT,In-Order,1.22,322.8,0.85,0,0.61,1.24,328.0,0.85
