Iteration,Algorithm,Core_Type,IPC,Memory_Usage,Cache_Hit_Rate
3,Matrix_Multiplication,Out-of-Order,1.7,333.6,0.81
3,LU,In-Order,1.47,466.5,0.74
3,FFT,In-Order,1.15,432.4,0.73
3,FFT,Out-of-Order,1.72,537.7,0.83
3,FFT,In-Order,0.95,453.1,0.71
3,Convolution,In-Order,0.96,317.1,0.75
3,Convolution,Out-of-Order,1.72,300.8,0.82
3,Matrix_Multiplication,Out-of-Order,1.54,560.9,0.84
3,Radix,Out-of-Order,1.03,547.8,0.84
3,LU,In-Order,1.4,507.4,0.72
3,Matrix_Multiplication,Out-of-Order,1.04,486.3,0.81
3,Convolution,In-Order,1.05,599.2,0.72
3,LU,Out-of-Order,1.64,556.7,0.83
3,Matrix_Multiplication,Out-of-Order,1.41,404.1,0.81
3,Matrix_Multiplication,In-Order,0.92,319.3,0.73
3,Matrix_Multiplication,In-Order,1.46,484.9,0.74
3,Radix,Out-of-Order,1.36,329.4,0.82
3,Radix,In-Order,1.36,498.8,0.74
3,Radix,In-Order,1.42,403.3,0.73
3,Radix,In-Order,1.14,325.0,0.74
3,LU,Out-of-Order,1.73,324.2,0.81
3,FFT,Out-of-Order,1.0,542.9,0.84
3,LU,Out-of-Order,1.1,581.4,0.85
3,FFT,In-Order,1.26,357.2,0.74
3,FFT,Out-of-Order,1.66,434.9,0.84
3,Matrix_Multiplication,In-Order,0.86,591.7,0.73
3,Convolution,In-Order,0.86,522.5,0.72
3,Convolution,In-Order,1.37,482.1,0.71
3,Matrix_Multiplication,Out-of-Order,1.67,438.5,0.83
3,LU,Out-of-Order,1.34,318.8,0.84
3,LU,Out-of-Order,1.71,571.5,0.82
3,Radix,Out-of-Order,1.01,311.0,0.83
3,Radix,Out-of-Order,1.3,303.5,0.84
3,Matrix_Multiplication,Out-of-Order,1.8,558.6,0.83
3,LU,Out-of-Order,1.76,403.5,0.83
3,Radix,Out-of-Order,1.0,343.8,0.85
3,LU,In-Order,1.31,321.3,0.72
3,Matrix_Multiplication,In-Order,1.36,486.4,0.74
3,FFT,Out-of-Order,1.1,537.4,0.81
3,Convolution,Out-of-Order,1.22,566.4,0.83
3,Radix,Out-of-Order,1.37,356.3,0.84
3,FFT,Out-of-Order,1.67,554.0,0.83
3,FFT,Out-of-Order,1.41,400.2,0.84
3,FFT,In-Order,1.04,308.3,0.74
3,Radix,Out-of-Order,1.71,420.8,0.83
3,Matrix_Multiplication,Out-of-Order,1.3,452.2,0.84
3,FFT,Out-of-Order,1.62,462.0,0.83
3,FFT,Out-of-Order,1.8,368.1,0.83
3,LU,In-Order,1.27,404.3,0.72
3,Matrix_Multiplication,Out-of-Order,1.54,346.1,0.81
3,Radix,In-Order,0.92,546.6,0.73
3,Convolution,Out-of-Order,1.57,484.2,0.84
3,Convolution,In-Order,0.87,519.9,0.74
3,LU,In-Order,1.23,590.9,0.74
3,FFT,In-Order,1.06,560.4,0.74
3,Radix,Out-of-Order,1.15,535.8,0.84
3,Matrix_Multiplication,Out-of-Order,1.71,446.4,0.84
3,Matrix_Multiplication,In-Order,1.04,435.6,0.74
3,Radix,Out-of-Order,1.14,304.7,0.83
3,Convolution,In-Order,1.41,330.3,0.72
3,Matrix_Multiplication,In-Order,1.48,356.7,0.73
3,Radix,Out-of-Order,1.36,521.6,0.84
3,LU,Out-of-Order,1.54,506.8,0.83
3,Matrix_Multiplication,Out-of-Order,1.11,344.3,0.84
3,Convolution,Out-of-Order,1.25,382.3,0.83
3,LU,Out-of-Order,1.45,428.5,0.83
3,Convolution,Out-of-Order,1.26,549.7,0.82
3,Convolution,In-Order,1.37,309.3,0.75
3,Matrix_Multiplication,In-Order,1.44,539.8,0.75
3,FFT,Out-of-Order,1.16,599.6,0.85
3,Matrix_Multiplication,In-Order,1.42,461.3,0.71
3,LU,In-Order,0.95,528.7,0.72
3,LU,Out-of-Order,1.7,428.2,0.81
3,Radix,Out-of-Order,1.38,396.4,0.82
3,Convolution,In-Order,1.31,545.7,0.74
3,Radix,In-Order,1.16,578.6,0.72
3,Matrix_Multiplication,Out-of-Order,1.13,457.4,0.81
3,Radix,Out-of-Order,1.34,451.0,0.82
3,Radix,Out-of-Order,1.71,450.4,0.84
3,Radix,In-Order,1.41,468.5,0.71
3,Matrix_Multiplication,In-Order,1.33,531.0,0.71
3,Convolution,Out-of-Order,1.2,366.3,0.83
3,Radix,In-Order,1.49,450.9,0.73
3,Matrix_Multiplication,Out-of-Order,1.38,307.2,0.84
3,Matrix_Multiplication,In-Order,1.29,577.2,0.72
3,Radix,Out-of-Order,1.43,481.2,0.84
3,LU,Out-of-Order,1.0,365.7,0.83
3,Convolution,In-Order,0.93,430.8,0.72
3,Radix,In-Order,1.39,404.2,0.72
3,FFT,In-Order,1.08,523.3,0.74
3,LU,In-Order,1.42,371.0,0.75
3,Convolution,In-Order,0.96,506.3,0.75
3,Matrix_Multiplication,In-Order,1.04,376.3,0.74
3,Matrix_Multiplication,Out-of-Order,1.23,533.6,0.83
3,Radix,Out-of-Order,1.44,312.7,0.84
3,LU,In-Order,1.37,460.3,0.74
3,LU,In-Order,0.85,437.6,0.71
3,LU,Out-of-Order,1.62,596.0,0.83
3,Radix,Out-of-Order,1.79,481.9,0.83
3,Convolution,In-Order,1.34,402.2,0.73
3,Matrix_Multiplication,In-Order,1.08,525.4,0.75
3,Matrix_Multiplication,Out-of-Order,1.14,568.0,0.81
3,Convolution,Out-of-Order,1.61,467.0,0.82
3,Radix,Out-of-Order,1.11,490.1,0.85
3,Matrix_Multiplication,Out-of-Order,1.79,559.2,0.84
3,LU,Out-of-Order,1.74,516.1,0.83
3,Matrix_Multiplication,Out-of-Order,1.12,515.7,0.84
3,LU,Out-of-Order,1.15,311.4,0.82
3,Radix,In-Order,1.25,310.5,0.73
3,Convolution,In-Order,1.01,415.6,0.72
3,LU,Out-of-Order,1.09,451.0,0.84
3,Convolution,Out-of-Order,1.73,350.7,0.83
3,Matrix_Multiplication,In-Order,1.38,509.2,0.72
3,Convolution,In-Order,0.91,507.9,0.73
3,Convolution,In-Order,0.96,313.9,0.74
3,Matrix_Multiplication,In-Order,1.28,577.1,0.71
3,FFT,In-Order,1.49,417.2,0.72
3,Convolution,In-Order,1.48,362.5,0.74
3,Matrix_Multiplication,In-Order,0.96,414.1,0.73
3,Matrix_Multiplication,Out-of-Order,1.52,595.6,0.85
3,Matrix_Multiplication,Out-of-Order,1.76,368.3,0.85
3,Radix,Out-of-Order,1.04,522.1,0.82
3,FFT,Out-of-Order,1.8,598.1,0.84
3,LU,Out-of-Order,1.31,558.7,0.83
3,Radix,Out-of-Order,1.39,435.4,0.82
3,LU,Out-of-Order,1.45,436.3,0.82
3,LU,Out-of-Order,1.48,371.2,0.85
3,LU,Out-of-Order,1.27,427.2,0.83
3,Radix,Out-of-Order,1.52,511.7,0.81
3,Matrix_Multiplication,Out-of-Order,1.01,371.2,0.83
3,Matrix_Multiplication,Out-of-Order,1.62,459.9,0.82
3,FFT,In-Order,1.42,487.3,0.73
3,FFT,In-Order,1.43,539.9,0.73
3,Radix,In-Order,1.24,374.6,0.73
3,Radix,Out-of-Order,1.78,518.7,0.83
3,Radix,In-Order,0.86,527.7,0.73
3,LU,Out-of-Order,1.53,423.9,0.83
3,LU,Out-of-Order,1.52,394.8,0.81
3,LU,Out-of-Order,1.71,431.6,0.82
3,Convolution,Out-of-Order,1.28,463.0,0.82
3,Convolution,In-Order,1.26,357.6,0.73
3,LU,Out-of-Order,1.08,420.8,0.82
3,FFT,In-Order,1.25,321.7,0.74
3,Convolution,Out-of-Order,1.31,480.6,0.85
3,LU,In-Order,1.38,332.7,0.71
3,Convolution,In-Order,1.4,320.6,0.72
3,Matrix_Multiplication,In-Order,1.26,527.9,0.72
3,LU,In-Order,1.28,566.0,0.74
3,Matrix_Multiplication,Out-of-Order,1.3,333.3,0.81
3,LU,In-Order,1.46,312.4,0.75
3,FFT,Out-of-Order,1.55,482.6,0.81
3,Matrix_Multiplication,In-Order,1.25,383.8,0.72
3,Convolution,In-Order,0.84,378.3,0.74
3,Radix,In-Order,1.25,344.7,0.75
3,FFT,In-Order,1.0,573.0,0.71
3,Matrix_Multiplication,In-Order,1.17,364.1,0.72
3,Matrix_Multiplication,Out-of-Order,1.68,518.0,0.81
3,Matrix_Multiplication,Out-of-Order,1.76,302.7,0.81
3,FFT,Out-of-Order,1.29,342.6,0.85
3,Matrix_Multiplication,In-Order,1.02,380.2,0.73
3,FFT,In-Order,0.93,558.2,0.73
3,Convolution,In-Order,1.21,371.7,0.73
3,Matrix_Multiplication,Out-of-Order,1.21,578.9,0.84
3,Radix,In-Order,0.87,317.9,0.72
3,Convolution,In-Order,1.07,431.2,0.75
3,Matrix_Multiplication,Out-of-Order,1.8,410.9,0.84
3,Convolution,Out-of-Order,1.56,494.1,0.82
3,FFT,Out-of-Order,1.65,372.6,0.83
3,LU,In-Order,1.5,426.4,0.73
3,Matrix_Multiplication,In-Order,1.06,584.7,0.73
3,Convolution,In-Order,1.07,470.2,0.72
3,Radix,In-Order,1.34,591.7,0.73
3,FFT,Out-of-Order,1.68,382.9,0.81
3,LU,Out-of-Order,1.19,515.9,0.84
3,Radix,Out-of-Order,1.1,379.9,0.84
3,Radix,Out-of-Order,1.65,404.1,0.83
3,FFT,In-Order,0.81,472.8,0.71
3,FFT,Out-of-Order,1.17,422.9,0.83
3,Convolution,Out-of-Order,1.64,382.5,0.82
3,Radix,Out-of-Order,1.61,430.3,0.83
3,LU,In-Order,1.07,348.6,0.74
3,FFT,Out-of-Order,1.01,596.6,0.84
3,Convolution,Out-of-Order,1.01,374.0,0.82
3,FFT,Out-of-Order,1.66,569.6,0.83
3,LU,Out-of-Order,1.39,412.9,0.84
3,LU,Out-of-Order,1.61,427.3,0.83
3,Radix,Out-of-Order,1.06,539.7,0.84
3,Convolution,In-Order,1.28,553.2,0.71
3,FFT,Out-of-Order,1.16,317.8,0.82
3,LU,Out-of-Order,1.02,346.6,0.84
3,Matrix_Multiplication,In-Order,1.14,377.7,0.72
3,FFT,In-Order,0.88,446.2,0.72
3,LU,In-Order,1.0,351.5,0.74
3,Radix,Out-of-Order,1.58,431.4,0.83
3,LU,In-Order,1.22,342.1,0.73
3,FFT,Out-of-Order,1.41,311.8,0.83
3,FFT,In-Order,1.39,456.2,0.73
3,LU,In-Order,1.44,474.0,0.73
3,Matrix_Multiplication,Out-of-Order,1.56,455.7,0.84
3,Matrix_Multiplication,Out-of-Order,1.25,447.6,0.82
3,Convolution,Out-of-Order,1.37,472.1,0.84
3,LU,Out-of-Order,1.44,519.5,0.83
3,Matrix_Multiplication,Out-of-Order,1.02,596.2,0.82
3,LU,In-Order,1.5,549.6,0.72
3,FFT,In-Order,1.44,464.5,0.75
3,Convolution,Out-of-Order,1.58,318.6,0.81
3,LU,Out-of-Order,1.39,301.2,0.84
3,Radix,In-Order,1.09,503.2,0.75
3,LU,Out-of-Order,1.61,440.0,0.83
3,Matrix_Multiplication,In-Order,0.92,530.9,0.71
3,LU,In-Order,1.35,380.3,0.74
3,Matrix_Multiplication,In-Order,0.92,581.0,0.72
3,Matrix_Multiplication,In-Order,1.43,483.3,0.75
3,FFT,In-Order,1.28,462.9,0.75
3,FFT,In-Order,1.45,419.4,0.71
3,LU,In-Order,0.99,426.5,0.73
3,Convolution,In-Order,1.23,454.6,0.71
3,Radix,In-Order,1.21,520.0,0.74
3,LU,Out-of-Order,1.5,476.4,0.82
3,Matrix_Multiplication,In-Order,0.95,477.2,0.74
3,Radix,In-Order,0.83,476.5,0.73
3,LU,In-Order,0.82,428.0,0.74
3,LU,Out-of-Order,1.69,487.1,0.85
3,Convolution,In-Order,1.09,405.5,0.75
3,LU,In-Order,1.16,458.4,0.74
3,Convolution,Out-of-Order,1.51,562.7,0.83
3,Convolution,Out-of-Order,1.37,328.3,0.83
3,Radix,Out-of-Order,1.14,413.4,0.84
3,FFT,Out-of-Order,1.37,498.0,0.82
3,Convolution,In-Order,1.25,547.8,0.73
3,LU,Out-of-Order,1.52,495.7,0.82
3,Radix,Out-of-Order,1.27,542.8,0.83
3,Radix,Out-of-Order,1.69,596.6,0.83
3,Matrix_Multiplication,Out-of-Order,1.08,441.0,0.84
3,Matrix_Multiplication,Out-of-Order,1.41,494.6,0.83
3,Convolution,Out-of-Order,1.07,492.0,0.82
3,Matrix_Multiplication,In-Order,0.9,393.8,0.74
3,Convolution,Out-of-Order,1.78,325.9,0.83
3,Matrix_Multiplication,In-Order,0.87,416.4,0.75
3,LU,Out-of-Order,1.15,477.4,0.81
3,FFT,Out-of-Order,1.4,349.4,0.83
3,Matrix_Multiplication,Out-of-Order,1.25,312.9,0.82
3,Matrix_Multiplication,In-Order,1.22,405.8,0.72
3,Convolution,In-Order,0.9,536.4,0.74
3,LU,Out-of-Order,1.34,596.3,0.84
3,Convolution,Out-of-Order,1.16,337.6,0.83
3,Matrix_Multiplication,In-Order,0.86,384.0,0.75
3,FFT,Out-of-Order,1.15,468.1,0.82
3,LU,In-Order,1.41,455.0,0.74
3,LU,In-Order,1.36,349.4,0.72
3,LU,Out-of-Order,1.78,300.5,0.85
3,Matrix_Multiplication,Out-of-Order,1.01,419.3,0.83
3,LU,In-Order,1.27,342.0,0.73
3,Convolution,Out-of-Order,1.69,495.1,0.85
3,LU,Out-of-Order,1.67,450.5,0.84
3,LU,In-Order,1.15,479.8,0.74
3,Matrix_Multiplication,In-Order,1.19,444.8,0.72
3,Matrix_Multiplication,Out-of-Order,1.49,417.9,0.85
3,Matrix_Multiplication,Out-of-Order,1.5,536.7,0.84
3,LU,In-Order,1.14,454.9,0.75
3,FFT,In-Order,0.99,536.9,0.73
3,Matrix_Multiplication,Out-of-Order,1.71,401.2,0.83
3,Convolution,Out-of-Order,1.78,403.9,0.83
3,LU,In-Order,1.33,493.4,0.71
3,Convolution,In-Order,0.99,552.2,0.73
3,Matrix_Multiplication,In-Order,0.87,440.6,0.72
3,Matrix_Multiplication,Out-of-Order,1.75,460.6,0.83
3,Radix,Out-of-Order,1.49,498.3,0.81
3,Matrix_Multiplication,In-Order,0.97,303.9,0.74
3,Radix,Out-of-Order,1.59,427.0,0.84
3,LU,Out-of-Order,1.03,548.8,0.83
3,Radix,In-Order,1.37,466.2,0.73
3,FFT,Out-of-Order,1.54,502.3,0.84
3,LU,In-Order,1.4,450.3,0.72
3,FFT,Out-of-Order,1.77,324.5,0.83
3,LU,In-Order,1.46,316.7,0.74
3,Matrix_Multiplication,Out-of-Order,1.2,327.4,0.81
3,FFT,In-Order,1.24,505.1,0.73
3,FFT,Out-of-Order,1.69,570.9,0.83
3,Radix,In-Order,1.11,509.7,0.72
3,Convolution,In-Order,1.27,520.7,0.72
3,FFT,Out-of-Order,1.28,511.0,0.82
3,Radix,Out-of-Order,1.79,592.6,0.82
3,LU,In-Order,1.12,599.7,0.74
3,Matrix_Multiplication,Out-of-Order,1.08,479.2,0.83
3,Convolution,Out-of-Order,1.72,390.0,0.83
3,Matrix_Multiplication,Out-of-Order,1.06,349.8,0.83
3,Radix,In-Order,1.31,383.6,0.74
3,Radix,In-Order,1.34,360.1,0.74
3,Radix,Out-of-Order,1.29,352.1,0.85
3,Matrix_Multiplication,Out-of-Order,1.41,441.0,0.82
3,Matrix_Multiplication,In-Order,0.85,302.4,0.72
3,LU,In-Order,1.29,590.6,0.73
3,LU,Out-of-Order,1.32,579.2,0.84
3,LU,In-Order,1.4,543.7,0.72
3,FFT,Out-of-Order,1.38,503.5,0.83
3,Matrix_Multiplication,Out-of-Order,1.1,304.9,0.82
3,FFT,In-Order,1.13,567.4,0.74
3,Radix,In-Order,0.85,528.7,0.73
3,Matrix_Multiplication,In-Order,1.03,499.9,0.73
3,Convolution,Out-of-Order,1.39,373.2,0.83
3,Matrix_Multiplication,In-Order,1.47,368.9,0.72
4,Convolution,In-Order,0.96,598.8,0.75
4,Radix,Out-of-Order,1.64,471.9,0.82
4,Convolution,In-Order,1.26,441.8,0.73
4,Matrix_Multiplication,In-Order,1.49,410.1,0.76
4,FFT,In-Order,1.14,483.9,0.73
4,FFT,Out-of-Order,1.64,461.9,0.84
4,FFT,Out-of-Order,1.08,500.9,0.84
4,LU,Out-of-Order,1.14,389.5,0.83
4,Radix,In-Order,0.84,357.7,0.74
4,FFT,In-Order,1.12,501.7,0.74
4,LU,Out-of-Order,1.49,510.2,0.85
4,Radix,Out-of-Order,1.52,449.8,0.83
4,Matrix_Multiplication,In-Order,0.86,592.9,0.73
4,LU,Out-of-Order,1.33,573.0,0.83
4,Matrix_Multiplication,Out-of-Order,1.6,379.7,0.84
4,Convolution,In-Order,0.98,329.3,0.74
4,Convolution,Out-of-Order,1.08,417.0,0.86
4,Convolution,In-Order,0.98,392.8,0.75
4,Convolution,In-Order,0.97,418.1,0.75
4,LU,In-Order,1.15,441.0,0.75
4,LU,In-Order,1.4,423.1,0.75
4,FFT,Out-of-Order,1.05,304.7,0.85
4,Radix,In-Order,1.29,523.2,0.74
4,Matrix_Multiplication,Out-of-Order,1.75,317.9,0.83
4,FFT,In-Order,1.43,429.1,0.75
4,LU,Out-of-Order,1.78,332.8,0.82
4,LU,Out-of-Order,1.43,315.0,0.82
4,FFT,Out-of-Order,1.68,554.0,0.84
4,FFT,In-Order,0.95,302.7,0.74
4,LU,In-Order,0.95,329.9,0.75
4,LU,In-Order,1.27,437.8,0.74
4,Radix,In-Order,1.45,382.5,0.73
4,FFT,In-Order,1.38,568.0,0.72
4,Matrix_Multiplication,Out-of-Order,1.08,422.3,0.86
4,Radix,In-Order,0.85,537.6,0.76
4,LU,In-Order,1.08,489.7,0.73
4,Convolution,Out-of-Order,1.47,362.3,0.86
4,Convolution,In-Order,0.98,379.9,0.72
4,LU,In-Order,1.16,305.9,0.73
4,Matrix_Multiplication,In-Order,1.02,376.6,0.73
4,LU,In-Order,1.45,531.0,0.75
4,LU,In-Order,0.99,579.9,0.75
4,Radix,In-Order,1.24,415.6,0.73
4,LU,Out-of-Order,1.43,378.1,0.82
4,Convolution,Out-of-Order,1.09,385.6,0.82
4,FFT,In-Order,0.88,391.2,0.73
4,Radix,Out-of-Order,1.18,350.3,0.85
4,FFT,Out-of-Order,1.45,434.1,0.85
4,Matrix_Multiplication,In-Order,1.19,473.8,0.72
4,Matrix_Multiplication,Out-of-Order,1.07,503.3,0.84
4,Matrix_Multiplication,In-Order,1.36,367.0,0.74
4,FFT,Out-of-Order,1.72,531.3,0.83
4,Convolution,In-Order,1.18,570.4,0.75
4,Convolution,In-Order,0.89,479.6,0.73
4,Matrix_Multiplication,Out-of-Order,1.77,554.3,0.84
4,FFT,In-Order,1.17,342.1,0.75
4,FFT,In-Order,1.46,598.1,0.75
4,Matrix_Multiplication,Out-of-Order,1.3,321.5,0.82
4,Radix,In-Order,1.33,558.7,0.76
4,FFT,In-Order,1.36,302.8,0.72
4,Radix,Out-of-Order,1.48,433.5,0.82
4,FFT,In-Order,1.14,485.8,0.75
4,LU,In-Order,0.84,554.6,0.73
4,Matrix_Multiplication,In-Order,1.31,585.4,0.75
4,FFT,Out-of-Order,1.64,443.0,0.84
4,LU,In-Order,1.46,453.5,0.73
4,Convolution,Out-of-Order,1.22,555.7,0.84
4,LU,In-Order,1.17,583.4,0.73
4,Matrix_Multiplication,Out-of-Order,1.28,370.9,0.84
4,Radix,Out-of-Order,1.53,537.5,0.82
4,LU,In-Order,1.45,511.3,0.74
4,Matrix_Multiplication,Out-of-Order,1.37,502.9,0.82
4,Matrix_Multiplication,Out-of-Order,1.64,385.3,0.85
4,Radix,In-Order,1.35,597.2,0.75
4,Matrix_Multiplication,In-Order,1.11,517.6,0.73
4,LU,Out-of-Order,1.28,392.9,0.83
4,Radix,Out-of-Order,1.18,553.6,0.84
4,Convolution,In-Order,1.0,385.4,0.76
4,LU,In-Order,0.83,455.4,0.73
4,FFT,Out-of-Order,1.08,541.3,0.82
4,Radix,In-Order,1.39,552.2,0.74
4,Matrix_Multiplication,In-Order,1.02,363.7,0.72
4,LU,Out-of-Order,1.72,389.5,0.84
4,FFT,Out-of-Order,1.29,460.6,0.82
4,Matrix_Multiplication,Out-of-Order,1.14,417.7,0.85
4,Matrix_Multiplication,Out-of-Order,1.75,423.0,0.83
4,Radix,In-Order,1.4,379.0,0.74
4,FFT,In-Order,1.35,454.5,0.72
4,FFT,Out-of-Order,1.76,532.1,0.84
4,Radix,In-Order,0.99,527.3,0.75
4,Matrix_Multiplication,Out-of-Order,1.11,591.3,0.83
4,Matrix_Multiplication,In-Order,1.13,573.4,0.72
4,Radix,In-Order,1.13,463.8,0.76
4,Radix,In-Order,1.31,507.0,0.74
4,Radix,In-Order,1.02,324.8,0.75
4,LU,In-Order,0.86,559.9,0.72
4,Radix,In-Order,1.18,412.7,0.74
4,LU,In-Order,1.07,540.7,0.73
4,FFT,In-Order,0.86,391.4,0.75
4,Convolution,In-Order,1.18,357.1,0.72
4,Radix,Out-of-Order,1.43,409.6,0.84
4,LU,Out-of-Order,1.46,498.7,0.85
4,Convolution,In-Order,0.86,338.3,0.75
4,FFT,Out-of-Order,1.31,556.6,0.82
4,Matrix_Multiplication,In-Order,1.47,480.0,0.72
4,Matrix_Multiplication,In-Order,1.48,303.8,0.75
4,Radix,Out-of-Order,1.74,375.1,0.82
4,Convolution,Out-of-Order,1.43,434.5,0.85
4,FFT,Out-of-Order,1.15,397.8,0.83
4,Matrix_Multiplication,Out-of-Order,1.73,584.3,0.86
4,Radix,In-Order,0.83,552.3,0.72
4,Radix,In-Order,0.98,563.3,0.72
4,Radix,In-Order,1.09,430.4,0.74
4,Matrix_Multiplication,In-Order,1.05,477.0,0.74
4,LU,In-Order,0.89,594.4,0.73
4,Radix,Out-of-Order,1.25,384.2,0.86
4,Matrix_Multiplication,Out-of-Order,1.1,456.0,0.82
4,Convolution,Out-of-Order,1.41,595.3,0.84
4,FFT,Out-of-Order,1.63,492.6,0.84
4,FFT,Out-of-Order,1.71,479.7,0.84
4,Radix,Out-of-Order,1.71,390.7,0.85
4,LU,Out-of-Order,1.58,516.9,0.83
4,Matrix_Multiplication,In-Order,1.25,540.5,0.75
4,Matrix_Multiplication,In-Order,1.04,371.7,0.73
4,Matrix_Multiplication,In-Order,0.81,475.3,0.72
4,FFT,Out-of-Order,1.79,509.1,0.82
4,LU,Out-of-Order,1.3,365.7,0.84
4,Matrix_Multiplication,In-Order,1.09,380.1,0.74
4,FFT,In-Order,1.31,446.5,0.73
4,Matrix_Multiplication,In-Order,1.28,425.1,0.74
4,Radix,Out-of-Order,1.39,338.3,0.86
4,FFT,In-Order,1.5,301.6,0.72
4,FFT,In-Order,1.43,453.1,0.72
4,FFT,Out-of-Order,1.19,549.1,0.86
4,FFT,In-Order,1.22,564.3,0.76
4,Convolution,In-Order,1.15,378.4,0.74
4,LU,Out-of-Order,1.29,388.7,0.84
4,LU,Out-of-Order,1.56,578.4,0.84
4,FFT,In-Order,0.98,543.0,0.73
4,Matrix_Multiplication,In-Order,1.41,398.9,0.76
4,Radix,In-Order,0.83,445.0,0.74
4,Matrix_Multiplication,Out-of-Order,1.71,561.9,0.84
4,Matrix_Multiplication,In-Order,0.85,440.7,0.76
4,LU,In-Order,1.33,504.9,0.72
4,LU,In-Order,1.37,548.5,0.73
4,Radix,In-Order,1.37,438.0,0.75
4,Radix,Out-of-Order,1.18,500.2,0.83
4,FFT,Out-of-Order,1.58,466.3,0.85
4,FFT,In-Order,1.02,498.2,0.73
4,Convolution,Out-of-Order,1.37,383.7,0.85
4,Radix,Out-of-Order,1.27,586.4,0.84
4,FFT,Out-of-Order,1.62,430.2,0.83
4,Matrix_Multiplication,Out-of-Order,1.12,443.9,0.84
4,LU,Out-of-Order,1.74,348.1,0.83
4,FFT,Out-of-Order,1.78,346.8,0.85
4,Convolution,Out-of-Order,1.73,414.5,0.84
4,LU,In-Order,1.29,422.2,0.73
4,Matrix_Multiplication,Out-of-Order,1.04,540.1,0.84
4,LU,Out-of-Order,1.12,381.7,0.83
4,Radix,In-Order,1.0,559.9,0.74
4,Matrix_Multiplication,In-Order,1.32,322.0,0.76
4,Convolution,In-Order,0.92,514.0,0.75
4,Convolution,Out-of-Order,1.75,559.7,0.83
4,LU,In-Order,1.08,559.1,0.72
4,Matrix_Multiplication,In-Order,0.94,571.2,0.76
4,Radix,In-Order,1.37,440.4,0.74
4,FFT,In-Order,0.91,545.9,0.74
4,Convolution,In-Order,1.24,342.1,0.74
4,Matrix_Multiplication,Out-of-Order,1.1,459.7,0.82
4,Convolution,Out-of-Order,1.01,496.9,0.82
4,Radix,In-Order,0.85,522.6,0.72
4,Convolution,In-Order,1.29,567.6,0.75
4,Convolution,Out-of-Order,1.29,379.6,0.83
4,FFT,In-Order,0.99,496.8,0.73
4,FFT,Out-of-Order,1.48,476.2,0.86
4,FFT,Out-of-Order,1.14,460.4,0.84
4,Radix,In-Order,0.85,337.3,0.75
4,Convolution,Out-of-Order,1.24,566.0,0.82
4,FFT,Out-of-Order,1.79,360.7,0.83
4,Matrix_Multiplication,Out-of-Order,1.78,543.0,0.84
4,LU,Out-of-Order,1.17,302.3,0.84
4,Radix,Out-of-Order,1.69,460.7,0.83
4,FFT,Out-of-Order,1.25,340.6,0.82
4,Convolution,In-Order,0.99,566.4,0.72
4,FFT,Out-of-Order,1.72,371.1,0.84
4,Radix,Out-of-Order,1.17,376.1,0.85
4,Matrix_Multiplication,In-Order,1.39,307.3,0.74
4,Radix,Out-of-Order,1.24,495.9,0.84
4,FFT,Out-of-Order,1.61,391.1,0.83
4,Matrix_Multiplication,In-Order,1.46,484.6,0.73
4,Radix,Out-of-Order,1.0,319.5,0.83
4,FFT,Out-of-Order,1.53,584.8,0.83
4,LU,In-Order,1.19,573.0,0.76
4,Matrix_Multiplication,Out-of-Order,1.63,372.3,0.85
4,Matrix_Multiplication,Out-of-Order,1.38,549.7,0.83
4,Matrix_Multiplication,Out-of-Order,1.68,359.8,0.85
4,Convolution,Out-of-Order,1.5,462.0,0.84
4,LU,Out-of-Order,1.09,479.7,0.86
4,LU,In-Order,1.42,330.5,0.73
4,Convolution,Out-of-Order,1.42,452.6,0.82
4,Convolution,Out-of-Order,1.69,351.5,0.83
4,Convolution,In-Order,0.84,442.8,0.76
4,Matrix_Multiplication,Out-of-Order,1.6,390.5,0.85
4,FFT,Out-of-Order,1.51,521.9,0.85
4,FFT,In-Order,0.95,487.1,0.75
4,Radix,In-Order,1.08,524.8,0.73
4,Matrix_Multiplication,Out-of-Order,1.08,462.3,0.84
4,FFT,Out-of-Order,1.44,524.3,0.86
4,FFT,In-Order,1.15,588.9,0.73
4,Matrix_Multiplication,Out-of-Order,1.47,326.4,0.82
4,Convolution,Out-of-Order,1.25,563.8,0.84
4,Convolution,In-Order,1.47,326.4,0.73
4,Convolution,Out-of-Order,1.47,446.7,0.85
4,FFT,In-Order,1.42,328.4,0.75
4,FFT,In-Order,0.98,507.4,0.76
4,Matrix_Multiplication,In-Order,1.29,473.1,0.75
4,FFT,In-Order,0.95,450.8,0.76
4,Matrix_Multiplication,In-Order,1.1,588.3,0.75
4,Radix,In-Order,1.41,466.9,0.73
4,FFT,Out-of-Order,1.74,333.3,0.82
4,Convolution,In-Order,1.1,427.1,0.73
4,LU,In-Order,1.34,359.0,0.74
4,Matrix_Multiplication,Out-of-Order,1.42,302.7,0.85
4,LU,In-Order,1.36,362.4,0.74
4,FFT,In-Order,1.27,355.8,0.74
4,Radix,In-Order,0.95,416.9,0.73
4,LU,Out-of-Order,1.2,365.7,0.84
4,FFT,In-Order,0.96,492.8,0.73
4,Radix,Out-of-Order,1.5,410.5,0.85
4,FFT,Out-of-Order,1.39,524.2,0.84
4,Matrix_Multiplication,Out-of-Order,1.2,374.3,0.85
